Wavelength,n_0.8,n_0.9,n_1.0,n_1.1,n_1.2,n_1.3,n_1.4,n_1.5,n_1.6,n_1.7,n_1.8,n_1.9,n_2.0,n_2.1,n_2.2,n_2.3,n_2.4
420,0.04199274159544068,0.0419927431837178,0.041992750055278354,0.04199277555423449,0.04199285203433416,0.041993044503224886,0.04199346593005898,0.04199429157917654,0.04199576999414224,0.0419982290999722,0.04200207689324481,0.04200779704413352,0.04201594030380162,0.04202711288616451,0.04204196303385717,0.04206116686386909,0.0420854143914517
421,0.041953627465603556,0.04195362985706687,0.041953639866012235,0.041953675764873855,0.04195378038613505,0.041954037340755326,0.04195458833405083,0.041955648441244615,0.041957516787709155,0.04196058121868335,0.041965316730580196,0.04197227835572488,0.041982089738105584,0.04199542884088597,0.04201301217920042,0.042035578774736015,0.042063874764897306
422,0.04191452166238773,0.04191452516484833,0.04191453937294251,0.04191458874181886,0.0419147288134852,0.041915065113474946,0.04191577234172185,0.04191711025135688,0.04191943356984465,0.041923194763836526,0.04192893980152217,0.04193729801882017,0.04194896768697693,0.041964698987261274,0.04198527594990082,0.04201149862933348,0.04204416645728196
423,0.041862393751551256,0.04186239872302809,0.041862418315715744,0.04186248444116012,0.04186266749539293,0.04186309792946991,0.041863987085134835,0.04186564328370415,0.04186848053384221,0.041873018971605794,0.04187987763244809,0.041889761104361524,0.04190344201904443,0.04192174133277047,0.041945508090403774,0.04197559999167623,0.04201286568452728
424,0.04182330738247665,0.041823314377682747,0.04182334117330419,0.04182342907705482,0.041823666649503766,0.04182421403908405,0.041825325254084784,0.04182736401822853,0.041830810704476175,0.0418362598893994,0.04184440965886377,0.04185604470230564,0.041872015522997415,0.04189321595006068,0.04192056075770399,0.041954964729455646,0.041997324048255194
425,0.04178422929917729,0.041784238983230866,0.04178427508039561,0.0417843903383154,0.0417846947989827,0.041785382855241734,0.04178675662991774,0.04178924108336819,0.04179338860566359,0.04179987317644426,0.041809475822372676,0.04182306392239877,0.04184156705171803,0.04186595175895936,0.04189719716172068,0.04193627268487418,0.041984118751056114
426,0.04174515954194387,0.04174517255297392,0.04174521985687467,0.041745367233430204,0.04174574853872672,0.04174659524064317,0.04174826047384496,0.04175123290746282,0.04175613856347675,0.04176373128510042,0.04177487420989887,0.04179051529876922,0.04181165994219675,0.041839343207315374,0.0418746036531158,0.04191845999450469,0.041971891331292234
427,0.04170609820436024,0.041706114940210114,0.04170617449909412,0.041706356211347544,0.04170681810452927,0.041707828495821206,0.041709790285221024,0.04171325325452034,0.04171891296382825,0.041727597572832155,0.041740245534296186,0.04175787765880623,0.04178156684708766,0.041812408175221485,0.0418514912680851,0.041899876176935656,0.041958573373961305
428,0.04168006143360443,0.041680083005812184,0.04168015812891661,0.04168038253626789,0.041680942860483766,0.04168215017458471,0.041684464115607195,0.04168850303646204,0.0416950393728013,0.04170498228679691,0.04171935118652063,0.041739244084177014,0.041765804352538766,0.04180018866008967,0.04184353799693279,0.041896952912955,0.041961473452919736
429,0.04164101371029593,0.041641041594861594,0.04164113658350524,0.0416414143368699,0.04164209545144881,0.04164354076037524,0.04164627476609724,0.04165099295440629,0.04165855293535587,0.04166995232343541,0.04168629766424735,0.04170876884520106,0.041738582792752096,0.041776959297865936,0.04182509082139142,0.041884117272646654,0.041955106090259056
430,0.041601974391682194,0.04160200940741194,0.04160212636755775,0.04160246194609463,0.041603271780679615,0.041604967070577654,0.04160813686102151,0.04161355219624059,0.041622152906017056,0.04163502078485459,0.041653344136168405,0.041678378535504296,0.04171140780380354,0.04175370805072284,0.041806516550701535,0.04187100630120696,0.041948266430979514
431,0.041575952179627146,0.041575995508581765,0.041576137587876726,0.04157653806982956,0.041577490146885235,0.04157945805269345,0.04158309772658134,0.041589257391581806,0.041598959712142114,0.04161337016052684,0.0416337572110565,0.04166144959384303,0.04169779474461982,0.041744121291528394,0.04180170722442308,0.04187175443383588,0.04195536961609729
432,0.041536926680257075,0.04153697985453966,0.041537151138243265,0.04153762577750381,0.04153873800265934,0.04154100903637348,0.04154516562511861,0.041552136558921274,0.041563029841936834,0.04157909604780688,0.04160168411620049,0.04163219516677902,0.04167203857274855,0.041722593078877095,0.04178517446335453,0.0418610102480861,0.04195122127020724
433,0.041510913431378894,0.04151097863422397,0.041511184952597174,0.04151174704298829,0.04151304540691769,0.041515664458021004,0.04152040827958612,0.041528292435014706,0.04154051561918702,0.04155841764888612,0.04158343068998199,0.04161702961380333,0.041660685789089484,0.04171582699685189,0.04178380478612078,0.04186586956603614,0.04196315304524266
434,0.04147190161432452,0.04147198101633412,0.041472227959803,0.04147288977496918,0.04147439742121349,0.041477403099123504,0.04148279263208243,0.0414916720411666,0.0415053333182351,0.04152520688114764,0.04155280822600094,0.041589684940413756,0.04163736840120935,0.041697332705908405,0.04177096194466361,0.04185952587938679,0.04196416342826538
435,0.041445897447612075,0.041445993090483975,0.04144628570718864,0.0414470578545163,0.04144879391936048,0.041452216741115655,0.04145829609398976,0.04146822964780684,0.04148340268036689,0.04150533499826542,0.04153562315191047,0.041575884325554736,0.04162770619413494,0.041692605122281824,0.04177199357765718,0.041867156584500215,0.041979236398738386
436,0.041419896941164366,0.041420010958957997,0.04142035441661693,0.041421247536092325,0.04142323086126982,0.0414271003606551,0.041433911524911535,0.04144495439053715,0.04146170706569912,0.04148577716377059,0.041518839749490735,0.04156257834008557,0.04161863317550241,0.04168855892655898,0.04177379245925444,0.04187563023126631,0.04199521428349367
437,0.04139390002927386,0.04139403532911712,0.04139443675634878,0.041395465821592585,0.04139772361792448,0.04140208381060925,0.04140969174258469,0.04142193304857351,0.04144038071892964,0.041466730962037235,0.04150273694780706,0.04155014708385177,0.04161065191299531,0.041685841557425676,0.04177717404892629,0.041885953856880376,0.04201331935185081
