Wavelength,Chloro_0,Chloro_1,Chloro_2,Chloro_3,Chloro_4,Chloro_5,Chloro_6,Chloro_7,Chloro_8,Chloro_9,Chloro_10,Chloro_11,Chloro_12,Chloro_13,Chloro_14,Chloro_15,Chloro_16,Chloro_17,Chloro_18,Chloro_19,Chloro_20,Chloro_21,Chloro_22,Chloro_23,Chloro_24,Chloro_25,Chloro_26,Chloro_27,Chloro_28,Chloro_29,Chloro_30,Chloro_31,Chloro_32,Chloro_33,Chloro_34,Chloro_35,Chloro_36,Chloro_37,Chloro_38,Chloro_39,Chloro_40,Chloro_41,Chloro_42,Chloro_43,Chloro_44,Chloro_45,Chloro_46,Chloro_47,Chloro_48,Chloro_49,Chloro_50,Chloro_51,Chloro_52,Chloro_53,Chloro_54,Chloro_55,Chloro_56,Chloro_57,Chloro_58,Chloro_59,Chloro_60,Chloro_61,Chloro_62,Chloro_63,Chloro_64,Chloro_65,Chloro_66,Chloro_67,Chloro_68,Chloro_69,Chloro_70,Chloro_71,Chloro_72,Chloro_73,Chloro_74,Chloro_75,Chloro_76,Chloro_77,Chloro_78,Chloro_79,Chloro_80
400,0.04307819449285297,0.04307819449280627,0.043078194492765634,0.04307819449273027,0.043078194492699506,0.04307819449267273,0.04307819449264943,0.043078194492629146,0.043078194492611493,0.04307819449259613,0.04307819449258276,0.04307819449257112,0.04307819449256099,0.043078194492552166,0.04307819449254449,0.0430781944925378,0.04307819449253198,0.043078194492526915,0.0430781944925225,0.043078194492518665,0.04307819449251531,0.043078194492512406,0.043078194492509866,0.04307819449250766,0.04307819449250573,0.04307819449250406,0.043078194492502594,0.043078194492501325,0.04307819449250022,0.04307819449249926,0.04307819449249842,0.04307819449249768,0.04307819449249704,0.04307819449249649,0.04307819449249601,0.043078194492495586,0.04307819449249522,0.0430781944924949,0.04307819449249462,0.04307819449249438,0.043078194492494164,0.043078194492493976,0.04307819449249382,0.04307819449249368,0.04307819449249356,0.04307819449249345,0.04307819449249336,0.043078194492493276,0.043078194492493206,0.043078194492493144,0.04307819449249309,0.04307819449249305,0.043078194492493005,0.04307819449249297,0.043078194492492936,0.04307819449249291,0.04307819449249289,0.043078194492492866,0.04307819449249285,0.04307819449249283,0.04307819449249282,0.04307819449249281,0.0430781944924928,0.04307819449249279,0.04307819449249278,0.043078194492492776,0.04307819449249277,0.04307819449249276,0.043078194492492755,0.043078194492492755,0.04307819449249275,0.04307819449249275,0.04307819449249275,0.04307819449249274,0.04307819449249274,0.04307819449249274,0.043078194492492734,0.043078194492492734,0.043078194492492734,0.043078194492492734,0.043078194492492734
401,0.043078194493638575,0.043078194493485725,0.0430781944933533,0.043078194493238575,0.04307819449313917,0.04307819449305304,0.04307819449297841,0.04307819449291374,0.0430781944928577,0.04307819449280913,0.043078194492767036,0.04307819449273055,0.04307819449269893,0.04307819449267152,0.04307819449264776,0.04307819449262716,0.04307819449260931,0.04307819449259383,0.04307819449258041,0.04307819449256877,0.04307819449255868,0.04307819449254993,0.04307819449254235,0.04307819449253577,0.043078194492530066,0.04307819449252512,0.04307819449252083,0.043078194492517104,0.04307819449251388,0.04307819449251108,0.04307819449250865,0.04307819449250654,0.04307819449250472,0.04307819449250313,0.043078194492501755,0.04307819449250056,0.04307819449249953,0.043078194492498625,0.04307819449249785,0.043078194492497175,0.043078194492496585,0.04307819449249608,0.043078194492495635,0.04307819449249525,0.04307819449249492,0.04307819449249463,0.04307819449249438,0.043078194492494164,0.04307819449249397,0.04307819449249381,0.043078194492493664,0.04307819449249354,0.043078194492493435,0.04307819449249334,0.04307819449249326,0.04307819449249319,0.04307819449249313,0.043078194492493074,0.04307819449249303,0.04307819449249299,0.043078194492492956,0.04307819449249293,0.0430781944924929,0.04307819449249288,0.04307819449249286,0.04307819449249284,0.043078194492492825,0.04307819449249281,0.043078194492492804,0.04307819449249279,0.04307819449249278,0.043078194492492776,0.04307819449249277,0.04307819449249276,0.04307819449249276,0.043078194492492755,0.04307819449249275,0.04307819449249275,0.04307819449249275,0.04307819449249274,0.04307819449249274
402,0.043078194496004106,0.04307819449552262,0.043078194495107296,0.04307819449474903,0.043078194494439954,0.043078194494173314,0.043078194493943255,0.04307819449374476,0.04307819449357348,0.04307819449342568,0.04307819449329813,0.04307819449318806,0.04307819449309305,0.04307819449301106,0.043078194492940286,0.04307819449287919,0.04307819449282645,0.04307819449278093,0.043078194492741625,0.04307819449270769,0.04307819449267839,0.04307819449265309,0.04307819449263124,0.04307819449261238,0.04307819449259609,0.043078194492582024,0.043078194492569874,0.043078194492559375,0.04307819449255031,0.043078194492542486,0.04307819449253572,0.04307819449252988,0.043078194492524834,0.04307819449252047,0.0430781944925167,0.04307819449251345,0.04307819449251064,0.04307819449250821,0.043078194492506106,0.043078194492504294,0.043078194492502726,0.043078194492501366,0.0430781944925002,0.04307819449249919,0.04307819449249831,0.04307819449249756,0.0430781944924969,0.043078194492496336,0.04307819449249585,0.04307819449249543,0.04307819449249506,0.04307819449249475,0.04307819449249447,0.04307819449249423,0.04307819449249403,0.04307819449249386,0.043078194492493706,0.043078194492493574,0.043078194492493456,0.04307819449249336,0.043078194492493276,0.0430781944924932,0.04307819449249314,0.04307819449249308,0.04307819449249303,0.04307819449249299,0.043078194492492956,0.04307819449249293,0.0430781944924929,0.04307819449249287,0.04307819449249286,0.04307819449249284,0.043078194492492825,0.04307819449249281,0.0430781944924928,0.04307819449249279,0.04307819449249278,0.043078194492492776,0.04307819449249277,0.04307819449249276,0.043078194492492755
403,0.04307819450281452,0.043078194501368,0.04307819450012468,0.04307819449905593,0.043078194498137184,0.043078194497347344,0.043078194496668276,0.0430781944960844,0.04307819449558235,0.043078194495150636,0.04307819449477937,0.04307819449446008,0.04307819449418546,0.04307819449394926,0.04307819449374608,0.0430781944935713,0.04307819449342095,0.043078194493291595,0.0430781944931803,0.043078194493084546,0.04307819449300215,0.04307819449293125,0.04307819449287024,0.043078194492817724,0.04307819449277253,0.04307819449273364,0.04307819449270016,0.04307819449267134,0.043078194492646535,0.04307819449262518,0.04307819449260679,0.04307819449259096,0.04307819449257733,0.0430781944925656,0.0430781944925555,0.043078194492546795,0.0430781944925393,0.04307819449253285,0.04307819449252729,0.04307819449252251,0.04307819449251839,0.043078194492514835,0.043078194492511775,0.04307819449250914,0.04307819449250687,0.04307819449250491,0.04307819449250323,0.043078194492501776,0.04307819449250053,0.04307819449249945,0.04307819449249852,0.04307819449249772,0.043078194492497036,0.04307819449249644,0.043078194492495926,0.04307819449249548,0.04307819449249511,0.043078194492494774,0.0430781944924945,0.043078194492494254,0.04307819449249404,0.04307819449249386,0.043078194492493706,0.04307819449249357,0.043078194492493456,0.04307819449249335,0.04307819449249327,0.04307819449249319,0.04307819449249313,0.043078194492493074,0.043078194492493026,0.043078194492492984,0.04307819449249295,0.04307819449249292,0.043078194492492894,0.04307819449249287,0.04307819449249285,0.04307819449249283,0.04307819449249282,0.043078194492492804,0.0430781944924928
404,0.04307819452133453,0.04307819451723247,0.04307819451371529,0.04307819451069938,0.04307819450811311,0.04307819450589511,0.043078194503992806,0.04307819450236115,0.04307819450096155,0.043078194499760906,0.04307819449873087,0.04307819449784714,0.043078194497088884,0.04307819449643825,0.04307819449587992,0.043078194495400776,0.043078194494989556,0.0430781944946366,0.04307819449433366,0.0430781944940736,0.043078194493850364,0.04307819449365871,0.04307819449349417,0.0430781944933529,0.043078194493231595,0.04307819449312743,0.04307819449303798,0.04307819449296116,0.043078194492895176,0.04307819449283851,0.043078194492789844,0.04307819449274803,0.043078194492712114,0.043078194492681264,0.04307819449265476,0.043078194492631984,0.043078194492612416,0.0430781944925956,0.04307819449258116,0.04307819449256874,0.04307819449255808,0.043078194492548905,0.04307819449254103,0.04307819449253425,0.04307819449252843,0.043078194492523425,0.04307819449251912,0.043078194492515424,0.043078194492512246,0.04307819449250951,0.04307819449250717,0.04307819449250515,0.043078194492503406,0.043078194492501914,0.04307819449250063,0.04307819449249953,0.04307819449249858,0.04307819449249776,0.04307819449249706,0.043078194492496454,0.04307819449249593,0.04307819449249548,0.0430781944924951,0.04307819449249477,0.04307819449249448,0.04307819449249424,0.043078194492494025,0.043078194492493845,0.04307819449249369,0.04307819449249355,0.04307819449249344,0.04307819449249334,0.043078194492493255,0.043078194492493185,0.043078194492493116,0.04307819449249307,0.04307819449249302,0.04307819449249298,0.04307819449249294,0.043078194492492915,0.04307819449249289
405,0.04307819456662398,0.04307819455599268,0.04307819454689014,0.043078194539095886,0.04307819453242135,0.04307819452670523,0.04307819452180952,0.043078194517616145,0.04307819451402409,0.04307819451094688,0.04307819450831054,0.043078194506051735,0.04307819450411626,0.04307819450245773,0.0430781945010364,0.04307819449981827,0.04307819449877422,0.0430781944978793,0.043078194497112164,0.04307819449645453,0.043078194495890725,0.043078194495407326,0.043078194494992846,0.04307819449463743,0.04307819449433265,0.04307819449407127,0.0430781944938471,0.04307819449365483,0.04307819449348991,0.043078194493348446,0.043078194493227084,0.04307819449312297,0.04307819449303365,0.04307819449295701,0.04307819449289125,0.043078194492834815,0.043078194492786395,0.04307819449274484,0.04307819449270917,0.043078194492678565,0.04307819449265229,0.043078194492629736,0.043078194492610376,0.04307819449259376,0.04307819449257949,0.043078194492567244,0.043078194492556725,0.0430781944925477,0.04307819449253994,0.043078194492533285,0.04307819449252757,0.043078194492522655,0.043078194492518436,0.043078194492514814,0.043078194492511705,0.043078194492509034,0.04307819449250674,0.043078194492504766,0.04307819449250307,0.043078194492501616,0.04307819449250037,0.04307819449249929,0.04307819449249837,0.04307819449249758,0.0430781944924969,0.04307819449249631,0.04307819449249581,0.04307819449249538,0.043078194492495,0.043078194492494684,0.04307819449249441,0.04307819449249417,0.04307819449249397,0.043078194492493796,0.04307819449249364,0.04307819449249352,0.04307819449249341,0.04307819449249331,0.04307819449249323,0.04307819449249316,0.0430781944924931
406,0.04298640676452703,0.042986406739928366,0.04298640671887589,0.04298640670085681,0.042986406685432736,0.042986406672228826,0.04298640666092458,0.042986406651245875,0.0429864066429583,0.042986406635861334,0.04298640662978345,0.042986406624577915,0.04298640662011917,0.042986406616299794,0.04298640661302785,0.042986406610224674,0.042986406607822936,0.042986406605764985,0.04298640660400149,0.042986406602490215,0.042986406601194994,0.04298640660008487,0.04298640659913332,0.04298640659831763,0.04298640659761837,0.04298640659701888,0.04298640659650488,0.04298640659606416,0.04298640659568625,0.042986406595362174,0.042986406595084244,0.04298640659484588,0.04298640659464144,0.04298640659446607,0.04298640659431564,0.0429864065941866,0.04298640659407589,0.042986406593980904,0.042986406593899414,0.04298640659382948,0.042986406593769476,0.04298640659371799,0.042986406593673795,0.04298640659363587,0.04298640659360332,0.04298640659357538,0.04298640659355139,0.04298640659353081,0.04298640659351314,0.042986406593497964,0.04298640659348494,0.042986406593473754,0.04298640659346415,0.04298640659345591,0.04298640659344882,0.042986406593442744,0.04298640659343752,0.04298640659343304,0.042986406593429186,0.042986406593425876,0.04298640659342303,0.042986406593420595,0.04298640659341849,0.042986406593416696,0.04298640659341515,0.042986406593413816,0.04298640659341268,0.04298640659341169,0.04298640659341085,0.042986406593410124,0.0429864065934095,0.042986406593408966,0.04298640659340851,0.04298640659340811,0.04298640659340777,0.04298640659340748,0.04298640659340723,0.042986406593407016,0.04298640659340683,0.04298640659340667,0.04298640659340653
407,0.04289466357653448,0.04289466352204509,0.04289466347542643,0.04289466343553791,0.0428946634014048,0.04289466337219402,0.04289466334719349,0.04289466332579448,0.04289466330747659,0.04289466329179484,0.042894663278368717,0.04289466326687282,0.042894663257028856,0.04289466324859874,0.04289466324137884,0.042894663235194926,0.042894663229897934,0.042894663225360306,0.04289466322147289,0.042894663218142254,0.04289466321528845,0.042894663212843034,0.04289466321074741,0.04289466320895142,0.0428946632074121,0.04289466320609269,0.04289466320496169,0.042894663203992135,0.04289466320316091,0.04289466320244825,0.04289466320183719,0.042894663201313216,0.04289466320086389,0.04289466320047854,0.04289466320014805,0.04289466319986459,0.04289466319962145,0.04289466319941289,0.04289466319923397,0.04289466319908047,0.042894663198948774,0.04289466319883578,0.042894663198738824,0.042894663198655626,0.04289466319858423,0.042894663198522955,0.04289466319847037,0.042894663198425234,0.042894663198386494,0.042894663198353236,0.04289466319832469,0.04289466319830018,0.04289466319827914,0.04289466319826108,0.04289466319824557,0.04289466319823225,0.042894663198220814,0.042894663198210996,0.042894663198202565,0.04289466319819532,0.0428946631981891,0.042894663198183754,0.04289466319817917,0.042894663198175226,0.04289466319817184,0.04289466319816893,0.04289466319816643,0.04289466319816428,0.04289466319816244,0.042894663198160855,0.042894663198159495,0.04289466319815832,0.042894663198157316,0.04289466319815645,0.04289466319815571,0.04289466319815507,0.04289466319815452,0.04289466319815405,0.042894663198153646,0.0428946631981533,0.042894663198153
408,0.0428160623367258,0.04281606221808321,0.0428160621166188,0.04281606202983668,0.04281606195560496,0.042816061892102436,0.04281606183777316,0.04281606179128762,0.0428160617515097,0.04281606171746839,0.04281606168833376,0.04281606166339634,0.04281606164204959,0.04281606162377491,0.04281606160812886,0.04281606159473221,0.04281606158326061,0.04281606157343663,0.04281606156502294,0.04281606155781652,0.04281606155164364,0.04281606154635567,0.0428160615418254,0.04281606153794397,0.0428160615346182,0.042816061531768326,0.04281606152932608,0.042816061527232996,0.042816061525439035,0.04281606152390134,0.042816061522583215,0.04281606152145322,0.04281606152048445,0.042816061519653836,0.042816061518941635,0.04281606151833092,0.0428160615178072,0.042816061517358055,0.042816061516972835,0.042816061516642426,0.042816061516359014,0.042816061516115896,0.04281606151590733,0.0428160615157284,0.04281606151557488,0.04281606151544315,0.04281606151533012,0.04281606151523313,0.04281606151514989,0.042816061515078455,0.04281606151501714,0.04281606151496452,0.042816061514919346,0.04281606151488057,0.04281606151484728,0.042816061514818704,0.04281606151479417,0.0428160615147731,0.04281606151475502,0.04281606151473949,0.04281606151472615,0.0428160615147147,0.042816061514704865,0.04281606151469641,0.042816061514689155,0.042816061514682924,0.042816061514677574,0.04281606151467297,0.042816061514669025,0.04281606151466563,0.04281606151466272,0.04281606151466021,0.04281606151465806,0.04281606151465621,0.04281606151465462,0.04281606151465325,0.04281606151465208,0.042816061514651074,0.04281606151465021,0.042816061514649464,0.04281606151464882
409,0.04272440278276788,0.042724402537528586,0.042724402327900805,0.042724402148694135,0.042724401995477716,0.04272440186446858,0.04272440175243652,0.042724401656622966,0.042724401574671896,0.04272440150457078,0.04272440144460036,0.0427244013932917,0.04272440134938964,0.04272440131182153,0.042724401279670615,0.04272440125215327,0.042724401228599634,0.04272440120843698,0.04272440119117563,0.04272440117639685,0.04272440116374252,0.042724401152906356,0.04272440114362636,0.04272440113567842,0.04272440112887079,0.04272440112303941,0.042724401118043875,0.04272440111376407,0.04272440111009717,0.04272440110695516,0.04272440110426271,0.042724401101955335,0.042724401099977806,0.04272440109828286,0.04272440109683002,0.042724401095584605,0.04272440109451693,0.04272440109360157,0.04272440109281675,0.042724401092143795,0.04272440109156673,0.04272440109107186,0.04272440109064745,0.04272440109028344,0.04272440108997122,0.04272440108970341,0.04272440108947367,0.042724401089276574,0.04272440108910748,0.0427244010889624,0.04272440108883792,0.04272440108873111,0.042724401088639445,0.04272440108856078,0.04272440108849326,0.042724401088435324,0.042724401088385586,0.0427244010883429,0.04272440108830625,0.04272440108827479,0.042724401088247786,0.042724401088224596,0.04272440108820469,0.04272440108818759,0.04272440108817291,0.04272440108816031,0.04272440108814948,0.042724401088140185,0.0427244010881322,0.04272440108812534,0.04272440108811945,0.04272440108811439,0.04272440108811005,0.042724401088106316,0.0427244010881031,0.04272440108810035,0.04272440108809798,0.04272440108809595,0.0427244010880942,0.042724401088092695,0.042724401088091404
