Wavelength	MAC_ARB_098_xx4_310321_L00001.asd
651	 7.31738807066794E-02 
652	 7.25139918189946E-02 
653	 7.21650333415248E-02 
654	 7.18616591392467E-02 
655	 7.18201131381761E-02 
656	 0.071130568491463 
657	 7.00056392305795E-02 
658	 6.97944399293762E-02 
659	 6.94695610404671E-02 
660	 6.89156387872336E-02 
661	 6.81432225043883E-02 
662	 6.68807533640671E-02 
663	 0.066245181862978 
664	 0.066331627728528 
665	 6.65762429093981E-02 
666	 6.59782858794327E-02 
667	 6.52791796722708E-02 
668	 6.49508277709636E-02 
669	 6.48418831387107E-02 
670	 6.50005583001121E-02 
671	 6.48717111157084E-02 
672	 6.41647163720961E-02 
673	 6.40028900634494E-02 
674	 6.41493751032027E-02 
675	 6.45411587092296E-02 
676	 6.51570458016446E-02 
677	 6.51952948356649E-02 
678	 0.065062237409296 
679	 6.50546083605732E-02 
680	 6.49295682227664E-02 
681	 6.53748788148815E-02 
682	 6.60003974900726E-02 
683	 6.63111399451582E-02 
684	 0.067020136981431 
685	 6.83760566749065E-02 
686	 7.00548712395126E-02 
687	 7.13074212595652E-02 
688	 7.22544388053356E-02 
689	 7.41384615409793E-02 
690	 7.76051035813633E-02 
691	 8.16298149704608E-02 
692	 8.61783533909942E-02 
693	 9.18160225354936E-02 
694	 9.89038833106231E-02 
695	 0.105213431119356 
696	 0.112668863220413 
697	 0.121609148054572 
698	 0.130566955546931 
699	 0.140101040041838 
700	 0.150496998111171 
701	 0.161328075349504 
702	 0.170288610305086 
703	 0.179671719028104 
704	 0.189705817060647 
705	 0.199681495484327 
706	 0.209347315778992 
707	 0.218590958563721 
708	 0.227528527329983 
709	 0.236536034699289 
710	 0.244829648442305 
711	 0.253202285778059 
712	 0.262141356553083 
713	 0.270339280069107 
714	 0.278062587190415 
715	 0.285644030357395 
716	 0.293274415060102 
717	 0.299874115746972 
718	 0.306753778159241 
719	 0.314027473897141 
720	 0.320163974401266 
721	 0.326274857465075 
722	 0.332011168687804 
723	 0.337126386231129 
724	 0.342578880827313 
725	 0.347952310088621 
726	 0.353002078271368 
727	 0.357556061616683 
728	 0.36137222095837 
729	 0.365164410429877 
730	 0.369059309833112 
731	 0.372358941693211 
732	 0.375379276932135 
733	 0.378246751247434 
734	 0.380983319415424 
735	 0.383363566802198 
736	 0.386137809636218 
737	 0.388691562745975 
738	 0.390098514947685 
739	 0.392300135314191 
740	 0.39405112370713 
741	 0.395171285990306 
742	 0.396959284402648 
743	 0.397725828902276 
744	 0.398637803472849 
745	 0.400496322837918 
746	 0.401545758990034 
747	 0.402546102811197 
748	 0.403605607095988 
749	 0.404525120181465 
750	 0.404881324237656 
751	 0.405468075900191 
752	 0.406243861425714 
753	 0.406322620287003 
754	 0.406972730325011 
755	 0.407816578558139 
756	 0.408313368487413 
757	 0.408215100952515 
758	 0.408403049061173 
759	 0.408715717797179 
760	 0.408751099054475 
761	 0.40902283583133 
762	 0.409365387421359 
763	 0.409587475753241 
764	 0.4095514315594 
765	 0.409687560867386 
766	 0.409837889243337 
767	 0.410011151920132 
768	 0.410697100040874 
769	 0.410771786572429 
770	 0.410458418912419 
771	 0.410313639477529 
772	 0.410455250819823 
773	 0.410652813878814 
774	 0.410698977385345 
775	 0.410539130917504 
776	 0.411165562394102 
777	 0.411268389531334 
778	 0.410695294793499 
779	 0.411009996034973 
780	 0.411556027836553 
781	 0.4118543078884 
782	 0.411736562645049 
783	 0.41175443005059 
784	 0.411737699317409 
785	 0.411840636823881 
786	 0.412162794567761 
787	 0.41183888751349 
788	 0.411937808347421 
789	 0.412463583847542 
790	 0.41246766782884 
791	 0.412032559822294 
792	 0.412003022815571 
793	 0.412588933060686 
794	 0.412773544183897 
795	 0.413054325101703 
796	 0.41299555058442 
797	 0.412436371477173 
798	 0.412900503855683 
799	 0.413049841714876 
800	 0.412938037483976 
801	 0.413194626770597 
802	 0.413165350927411 
803	 0.413022792751016 
804	 0.412968974608376 
805	 0.413135246197752 
806	 0.413074182961629 
807	 0.413287842923228 
808	 0.413793621691696 
809	 0.41342971689408 
810	 0.413264599092274 
811	 0.413524911908067 
812	 0.413951319007916 
813	 0.413524630157778 
814	 0.413430732140912 
815	 0.413790942847613 
816	 0.414103319054705 
817	 0.413970513559862 
818	 0.41386779944245 
819	 0.413890764441966 
820	 0.413725695805715 
821	 0.413547438337557 
822	 0.413777758896168 
823	 0.414245748068313 
824	 0.41375457711055 
825	 0.414205211359285 
826	 0.414656383702131 
827	 0.414270161795546 
828	 0.414977467112687 
829	 0.41484496471284 
830	 0.414256255468738 
831	 0.414346212243514 
832	 0.41442151523497 
833	 0.414513212869274 
834	 0.414775715012605 
835	 0.415346761118703 
836	 0.415594801426826 
837	 0.415501566846968 
838	 0.415431150235142 
839	 0.416022828172393 
840	 0.415387169854127 
841	 0.414730871897815 
842	 0.414957067325701 
843	 0.414963529438736 
844	 0.414993184296437 
845	 0.415495566760227 
846	 0.416423618746642 
847	 0.415721053638232 
848	 0.415781446542 
849	 0.416336104653615 
850	 0.416112769776183 
851	 0.416255002884121 
852	 0.416174866713617 
853	 0.415928003362191 
854	 0.416072503588716 
855	 0.416274259773471 
856	 0.416651023631854 
857	 0.417014879263353 
858	 0.41681033525249 
859	 0.416365004299685 
860	 0.416205609723412 
861	 0.416487634598439 
862	 0.416643351623489 
863	 0.416768757439522 
864	 0.416955141445921 
865	 0.417139887097087 
866	 0.416780132306091 
867	 0.416385666347327 
868	 0.416525689216063 
869	 0.417235109131266 
870	 0.416319474346296 
871	 0.41628459795975 
872	 0.417252048100409 
873	 0.417812773694172 
874	 0.416673386293849 
875	 0.416632220430628 
876	 0.417958756488252 
877	 0.418573187343347 
878	 0.417229822774522 
879	 0.416505507327929 
880	 0.417384615252855 
881	 0.418408419299401 
882	 0.418223483406512 
883	 0.417671886113279 
884	 0.417729233886558 
885	 0.418790603979213 
886	 0.418388089436626 
887	 0.417418663095257 
888	 0.417182822187456 
889	 0.41805820490408 
890	 0.417519713537131 
891	 0.416934711771404 
892	 0.417731044172859 
893	 0.418001119884122 
894	 0.417689207256677 
895	 0.417498156505895 
896	 0.418097892808728 
897	 0.418825840969915 
898	 0.418847721277516 
899	 0.418514173065726 
900	 0.418555765376538 
901	 0.418368192831442 
902	 0.417951492055355 
903	 0.418011910716963 
904	 0.419050417785214 
905	 0.417866468676636 
906	 0.417058391860069 
907	 0.417475504069208 
908	 0.418159870838597 
909	 0.418360414552277 
910	 0.417996556675517 
911	 0.417727716439407 
912	 0.418519516016441 
913	 0.418558949020731 
914	 0.418429408902788 
915	 0.41836242231817 
916	 0.417962292628064 
917	 0.418741520971714 
918	 0.418824725862412 
919	 0.417838822007155 
920	 0.417900243884802 
921	 0.417486197807688 
922	 0.417230974947026 
923	 0.417643195281287 
924	 0.418419109395145 
925	 0.418194045821322 
926	 0.417920268819671 
927	 0.418609171283201 
928	 0.42037468987688 
929	 0.419447764890768 
930	 0.417337194099194 
931	 0.416354370250069 
932	 0.417636390513626 
933	 0.417325473295651 
934	 0.416948004152762 
935	 0.41783829891341 
936	 0.418075502259004 
937	 0.417455748497606 
938	 0.416407350399703 
939	 0.415737207737927 
940	 0.41649241734394 
941	 0.416654839668207 
942	 0.416211985445405 
943	 0.41633521586734 
944	 0.419451791193281 
945	 0.419477770611885 
946	 0.41707125820771 
947	 0.414939376175503 
948	 0.415304090963017 
949	 0.415791046033722 
950	 0.41655318554773 
951	 0.417621898875099 
952	 0.417205047484221 
953	 0.415657709204631 
954	 0.41430696597556 
955	 0.413917295520679 
956	 0.413284917756101 
957	 0.414162299136712 
958	 0.41436523945103 
959	 0.412595596225576 
960	 0.411703050377758 
961	 0.413755563709782 
962	 0.414894965633899 
963	 0.41291307731691 
964	 0.412222213616107 
965	 0.412000487162209 
966	 0.41217789514281 
967	 0.412081355687603 
968	 0.409983950954931 
969	 0.407967527352115 
970	 0.409858293741868 
971	 0.414469390777062 
972	 0.412730199325554 
973	 0.41141245526075 
974	 0.412345313822537 
975	 0.413561272472014 
976	 0.410037451392378 
977	 0.411958629729254 
978	 0.413518664387481 
979	 0.410924546608364 
980	 0.40744355861409 
981	 0.412295999103438 
982	 0.414409005777128 
983	 0.412047696263121 
984	 0.415204317428584 
985	 0.414037975281281 
986	 0.413335769868227 
987	 0.412982621595447 
988	 0.40869132861266 
989	 0.408967559296543 
990	 0.411003248104298 
991	 0.413191676436857 
992	 0.415263387318265 
993	 0.41504768704329 
994	 0.414419883192204 
995	 0.414744805873372 
996	 0.416016040144202 
997	 0.414897520951863 
998	 0.414109249839688 
999	 0.411680058639074 
1000	 0.407543790227151 
1001	 0.413096594801552 
1002	 0.412825089851513 
1003	 0.414083648617228 
1004	 0.415256437172062 
1005	 0.415009765779971 
1006	 0.41427822765274 
1007	 0.413426315858318 
1008	 0.413724914553486 
1009	 0.41525648206957 
1010	 0.416437270172306 
1011	 0.417711377315703 
1012	 0.418420124882309 
1013	 0.418580069220135 
1014	 0.417865611246311 
1015	 0.418294348103961 
1016	 0.418768545196204 
1017	 0.419008184623923 
1018	 0.419861591469779 
1019	 0.419854126397546 
1020	 0.419475780183043 
1021	 0.419563980406424 
1022	 0.419708648539897 
1023	 0.420371577909132 
1024	 0.420520051272482 
1025	 0.420618638725002 
1026	 0.42003699847275 
1027	 0.419731176186084 
1028	 0.419422276989748 
1029	 0.419196885522521 
1030	 0.419420728722144 
1031	 0.418715448720891 
1032	 0.41763838644344 
1033	 0.417855609435053 
1034	 0.418279525572612 
1035	 0.418717120556377 
1036	 0.420394976082241 
1037	 0.42090021329761 
1038	 0.420789904661168 
1039	 0.420369309891448 
1040	 0.41995361394461 
1041	 0.420567892367305 
1042	 0.420634128862775 
1043	 0.420749464968148 
1044	 0.42121642310975 
1045	 0.4201480771934 
1046	 0.420111090180074 
1047	 0.420386053378786 
1048	 0.420438993512857 
1049	 0.420740142200067 
1050	 0.421009175803288 
1051	 0.421150979023977 
1052	 0.421326879984177 
1053	 0.421129862374098 
1054	 0.420577053147005 
1055	 0.42019499799133 
1056	 0.419831204932875 
1057	 0.420273121280056 
1058	 0.421387940436633 
1059	 0.422145621717794 
1060	 0.422791646642121 
1061	 0.423238139349273 
1062	 0.4233803179941 
1063	 0.423372127299932 
1064	 0.423136911676 
1065	 0.422910219587806 
1066	 0.423212398475741 
1067	 0.423137571699292 
1068	 0.42324799275531 
1069	 0.423420275540419 
1070	 0.4229529405501 
1071	 0.422989174978449 
1072	 0.423078114888124 
1073	 0.423534133288462 
1074	 0.423891410300569 
1075	 0.4243592085602 
1076	 0.42430894331228 
1077	 0.424251698994481 
1078	 0.423840880358204 
1079	 0.422725191019354 
1080	 0.42217138730949 
1081	 0.422361436385056 
1082	 0.422398915943799 
1083	 0.422880287306171 
1084	 0.423757379043173 
1085	 0.423719540948262 
1086	 0.422894891219522 
1087	 0.422749008775659 
1088	 0.422215408524986 
1089	 0.422036204344897 
1090	 0.422649353840834 
1091	 0.422798739081077 
1092	 0.422419706041486 
1093	 0.422743941246441 
1094	 0.423293952593943 
1095	 0.423390801354311 
1096	 0.424166106500882 
1097	 0.424300137256794 
1098	 0.424181883335026 
1099	 0.423524880508802 
1100	 0.423280680137218 
1101	 0.422887517729559 
1102	 0.422801624168804 
1103	 0.423131045471254 
1104	 0.423177473192295 
1105	 0.423238039077179 
1106	 0.422973591585398 
1107	 0.42280625597354 
1108	 0.422729590762706 
1109	 0.422667447347769 
1110	 0.422912713416873 
1111	 0.423145798720402 
1112	 0.423480769480709 
1113	 0.423704322510367 
1114	 0.424299727000717 
1115	 0.424197862288062 
1116	 0.423591078949281 
1117	 0.423374266584487 
1118	 0.422783522088728 
1119	 0.422401494694312 
1120	 0.422320708774969 
1121	 0.422244652044935 
1122	 0.422062002550342 
1123	 0.42215508731764 
1124	 0.422076491848885 
1125	 0.421988214634962 
1126	 0.421845234486615 
1127	 0.421965534637985 
1128	 0.421526601110246 
1129	 0.420734232620488 
1130	 0.420103230718631 
1131	 0.418781321391579 
1132	 0.41803023068346 
1133	 0.41745159654677 
1134	 0.417615359147408 
1135	 0.417320352588876 
1136	 0.41720068172488 
1137	 0.416631651054831 
1138	 0.415669379131131 
1139	 0.414833948042974 
1140	 0.413825293387573 
1141	 0.412965102250837 
1142	 0.412005806732265 
1143	 0.411378728171266 
1144	 0.411167345324688 
1145	 0.41050562782388 
1146	 0.409615591281803 
1147	 0.409047307225826 
1148	 0.408367202226156 
1149	 0.40789372998859 
1150	 0.407207376612603 
1151	 0.406812077740946 
1152	 0.406139933515226 
1153	 0.405050399706293 
1154	 0.404209175794236 
1155	 0.403485949434276 
1156	 0.402786316496727 
1157	 0.401941616559705 
1158	 0.401363034261711 
1159	 0.401044219932892 
1160	 0.400665600427114 
1161	 0.400446718701488 
1162	 0.40010734238664 
1163	 0.399502247257507 
1164	 0.399292971140772 
1165	 0.399035857762602 
1166	 0.398721094852298 
1167	 0.398658753755259 
1168	 0.398964823063607 
1169	 0.39887736316614 
1170	 0.39889673981397 
1171	 0.398552041876922 
1172	 0.397610710299117 
1173	 0.397148268377838 
1174	 0.396629755824849 
1175	 0.396343686181586 
1176	 0.396572929965786 
1177	 0.396526257426848 
1178	 0.396422279827603 
1179	 0.396246778610396 
1180	 0.396194584685793 
1181	 0.396033405739617 
1182	 0.396054397777967 
1183	 0.396382475117928 
1184	 0.396362000458706 
1185	 0.396274772806282 
1186	 0.396103746875846 
1187	 0.395562561945913 
1188	 0.395383040092707 
1189	 0.395386560319378 
1190	 0.395309776291928 
1191	 0.395407452803297 
1192	 0.395417077658503 
1193	 0.395375337986956 
1194	 0.395137609331164 
1195	 0.395209028636048 
1196	 0.395397771311013 
1197	 0.39557550292281 
1198	 0.396129222242709 
1199	 0.396064983270632 
1200	 0.395589676193706 
1201	 0.395391705471762 
1202	 0.394812846091228 
1203	 0.39464755842375 
1204	 0.394777223800288 
1205	 0.395019481263805 
1206	 0.395723308492478 
1207	 0.396005876640478 
1208	 0.396072760846753 
1209	 0.39642090510421 
1210	 0.396517042546301 
1211	 0.396246544353177 
1212	 0.396235588483732 
1213	 0.396323632682162 
1214	 0.396447555077624 
1215	 0.396548666805468 
1216	 0.396726402159094 
1217	 0.397005329876707 
1218	 0.397324461028113 
1219	 0.397718268282034 
1220	 0.398044240359983 
1221	 0.398498123909978 
1222	 0.398828067561908 
1223	 0.398908499559582 
1224	 0.399221897807855 
1225	 0.399435466995275 
1226	 0.399546760976709 
1227	 0.399860124287932 
1228	 0.400296912132469 
1229	 0.400595953981732 
1230	 0.40115956577844 
1231	 0.401213959020696 
1232	 0.400706170787092 
1233	 0.400735569299007 
1234	 0.400656934936824 
1235	 0.400812684876005 
1236	 0.401499192431729 
1237	 0.401948851634267 
1238	 0.40243495867488 
1239	 0.402742237859532 
1240	 0.402911693668298 
1241	 0.402942022589112 
1242	 0.403179992546799 
1243	 0.403292657953624 
1244	 0.403633400832513 
1245	 0.404394795555776 
1246	 0.404686540369826 
1247	 0.404815978841921 
1248	 0.404925168662499 
1249	 0.404790463960154 
1250	 0.40479476847608 
1251	 0.404674855348852 
1252	 0.404814848208828 
1253	 0.405224933718436 
1254	 0.405418612172401 
1255	 0.405589251309151 
1256	 0.406036348505943 
1257	 0.405791743900081 
1258	 0.405921479003448 
1259	 0.406100919530559 
1260	 0.406453362740983 
1261	 0.406452840353903 
1262	 0.406305496268574 
1263	 0.406446698096884 
1264	 0.406562828299619 
1265	 0.406653340131967 
1266	 0.407054709514219 
1267	 0.407190575184731 
1268	 0.407072290232602 
1269	 0.406935801688952 
1270	 0.406774837539882 
1271	 0.406648973409202 
1272	 0.40638730503075 
1273	 0.406044382465467 
1274	 0.406184607806172 
1275	 0.406229907176946 
1276	 0.406320359760425 
1277	 0.406562034330791 
1278	 0.406709186074228 
1279	 0.4068139189373 
1280	 0.40688919035866 
1281	 0.407128900079252 
1282	 0.407047506153599 
1283	 0.406665829019649 
1284	 0.406445430515943 
1285	 0.40596700910979 
1286	 0.40575390579025 
1287	 0.405923317115169 
1288	 0.405817047599684 
1289	 0.405585888098191 
1290	 0.405483731673598 
1291	 0.405291237033779 
1292	 0.405197343322146 
1293	 0.405835442375843 
1294	 0.406177325729944 
1295	 0.406179284643997 
1296	 0.406217578481107 
1297	 0.405781912154995 
1298	 0.404590770820728 
1299	 0.404004915688675 
1300	 0.40332505978811 
1301	 0.402905231036573 
1302	 0.402918645131639 
1303	 0.402628285621728 
1304	 0.402401697328131 
1305	 0.402079688795027 
1306	 0.401588480968919 
1307	 0.401045168460269 
1308	 0.400912548515212 
1309	 0.400393980521406 
1310	 0.399821360254883 
1311	 0.399445324239086 
1312	 0.398563231216166 
1313	 0.397779682579352 
1314	 0.397104114350294 
1315	 0.396468096090565 
1316	 0.395804860811372 
1317	 0.395239959177172 
1318	 0.394572399175598 
1319	 0.393807606900453 
1320	 0.393179193837301 
1321	 0.392666888266599 
1322	 0.39206263956216 
1323	 0.391476468971134 
1324	 0.390797271169489 
1325	 0.390075639958661 
1326	 0.389285678889312 
1327	 0.388345503128498 
1328	 0.387159885853701 
1329	 0.385717853965134 
1330	 0.384393011640887 
1331	 0.383354912316109 
1332	 0.382321248532657 
1333	 0.381274287472177 
1334	 0.380376608184596 
1335	 0.379429160994546 
1336	 0.37835670198109 
1337	 0.377444635048434 
1338	 0.376796224310648 
1339	 0.375795607529169 
1340	 0.374458631864782 
1341	 0.373497817138388 
1342	 0.372773649199823 
1343	 0.371798578294277 
1344	 0.370938606233175 
1345	 0.369936044929682 
1346	 0.368566302852277 
1347	 0.367067759009714 
1348	 0.36608798603518 
1349	 0.365356644054128 
1350	 0.364604004545222 
1351	 0.363726960172345 
1352	 0.362767580859119 
1353	 0.361583458354103 
1354	 0.360516652501769 
1355	 0.359387034842244 
1356	 0.358492107973756 
1357	 0.357856013693126 
1358	 0.356887157282711 
1359	 0.355961282433534 
1360	 0.354870322102941 
1361	 0.353389206161954 
1362	 0.352053316845036 
1363	 0.350717742749678 
1364	 0.349537862908149 
1365	 0.348389715925346 
1366	 0.347143045226366 
1367	 0.345606254967113 
1368	 0.344029730675373 
1369	 0.34256975749271 
1370	 0.34120870575088 
1371	 0.340053584252901 
1372	 0.338525816194862 
1373	 0.336371590415192 
1374	 0.33398035475547 
1375	 0.331800071622141 
1376	 0.329549107206593 
1377	 0.327275137642818 
1378	 0.325359793180128 
1379	 0.322843631853585 
1380	 0.32002820272813 
1381	 0.316693947037937 
1382	 0.31281935482271 
1383	 0.308907996612697 
1384	 0.304392650795632 
1385	 0.300403415963402 
1386	 0.296553797094458 
1387	 0.291973519149368 
1388	 0.287270436202614 
1389	 0.282461309402739 
1390	 0.27762190986135 
1391	 0.272906494104392 
1392	 0.267842379861756 
1393	 0.262548878318928 
1394	 0.257256179844084 
1395	 0.251772542779032 
1396	 0.246663530165143 
1397	 0.24204939934192 
1398	 0.237122912207242 
1399	 0.232153930594646 
1400	 0.227303960125886 
1401	 0.222298967505202 
1402	 0.217553538773605 
1403	 0.213051792949057 
1404	 0.208450783143351 
1405	 0.203691070040647 
1406	 0.199455913838663 
1407	 0.195420524019928 
1408	 0.191638334417351 
1409	 0.187942625488396 
1410	 0.18488955481584 
1411	 0.181761798701983 
1412	 0.178624816701936 
1413	 0.176427706963599 
1414	 0.174169925910954 
1415	 0.171942521948866 
1416	 0.169863731001444 
