Wavelength	TRI_ARB_099_264_210422_L00003.asd
736	 0.441146874283328 
737	 0.44639116298035 
738	 0.451923059416131 
739	 0.456471515245599 
740	 0.460758829591861 
741	 0.464935867052687 
742	 0.468335598308568 
743	 0.47191521864834 
744	 0.475182468988914 
745	 0.47780214368252 
746	 0.48075604308004 
747	 0.483061630157334 
748	 0.484872300784731 
749	 0.486762469775995 
750	 0.488654349017071 
751	 0.489821899753212 
752	 0.490523466638784 
753	 0.491958171099436 
754	 0.492724758829476 
755	 0.493638221722829 
756	 0.495081436060042 
757	 0.495520184727521 
758	 0.496020015701608 
759	 0.496667767137533 
760	 0.497172366796368 
761	 0.497181188055521 
762	 0.497152732577963 
763	 0.497429682475385 
764	 0.498093216837183 
765	 0.497757464565983 
766	 0.497470583072344 
767	 0.49788089866852 
768	 0.498326012974039 
769	 0.497964967738769 
770	 0.497371726245789 
771	 0.497362546030609 
772	 0.497904626413012 
773	 0.498091090042778 
774	 0.497826020164249 
775	 0.497571806808837 
776	 0.497648841135844 
777	 0.497788668121565 
778	 0.497770462012125 
779	 0.497538376449527 
780	 0.497266082022274 
781	 0.497213250325947 
782	 0.497370832645348 
783	 0.496969038941697 
784	 0.496802763438373 
785	 0.497061069705872 
786	 0.49749630144452 
787	 0.497049529537125 
788	 0.496905629382055 
789	 0.497119335333663 
790	 0.496773925369 
791	 0.496729588550361 
792	 0.496925266837743 
793	 0.497080266241162 
794	 0.49678141405105 
795	 0.497031300108371 
796	 0.497310501189293 
797	 0.4970378635971 
798	 0.496861577887425 
799	 0.496903181505295 
800	 0.497003608813648 
801	 0.496896023029375 
802	 0.496691377270328 
803	 0.49667696009018 
804	 0.496849734936709 
805	 0.496938248509484 
806	 0.497470011945049 
807	 0.497450252260971 
808	 0.496674918107012 
809	 0.496828064160896 
810	 0.49666169083388 
811	 0.495985749370581 
812	 0.495304573307702 
813	 0.496439261918302 
814	 0.497019844536406 
815	 0.496834012323417 
816	 0.496781838204464 
817	 0.496611797171939 
818	 0.496582516463803 
819	 0.496717727361693 
820	 0.496788374467435 
821	 0.496735537821147 
822	 0.496419268279515 
823	 0.495969272654718 
824	 0.495952868632664 
825	 0.495755850983205 
826	 0.495915477382802 
827	 0.496599057900695 
828	 0.4959383705396 
829	 0.495496481157584 
830	 0.495708468046654 
831	 0.496241386490504 
832	 0.495674497642036 
833	 0.495561817182011 
834	 0.496070663132196 
835	 0.49618840636719 
836	 0.495554332560288 
837	 0.495090705106922 
838	 0.495114624060689 
839	 0.494986223778167 
840	 0.49517964548202 
841	 0.495150019782711 
842	 0.494736840286112 
843	 0.494984016933019 
844	 0.495152920345212 
845	 0.495314668739206 
846	 0.495565573416711 
847	 0.495210964174478 
848	 0.494972231560411 
849	 0.495131385621814 
850	 0.495500226359558 
851	 0.494738693188261 
852	 0.494507617232773 
853	 0.494812777059943 
854	 0.494376951332354 
855	 0.493916915304798 
856	 0.494331362639549 
857	 0.495271519044442 
858	 0.495015403974036 
859	 0.494932799157652 
860	 0.494888286303436 
861	 0.494635155703239 
862	 0.494230799095404 
863	 0.494051314374276 
864	 0.493919891982085 
865	 0.493694747001324 
866	 0.493811950614149 
867	 0.493877147551196 
868	 0.494312835203555 
869	 0.495258777119396 
870	 0.494479526319385 
871	 0.493593486377616 
872	 0.493376334623648 
873	 0.493757989636127 
874	 0.493259379099692 
875	 0.493258918086328 
876	 0.493882333065589 
877	 0.494187567166413 
878	 0.49497818646672 
879	 0.494775951168402 
880	 0.493634912846516 
881	 0.493437559629825 
882	 0.492484024859479 
883	 0.492643521399212 
884	 0.494127176773133 
885	 0.493826593851341 
886	 0.493171668857063 
887	 0.492703121555894 
888	 0.492730779466142 
889	 0.493491392202742 
890	 0.492656070059719 
891	 0.492039198866868 
892	 0.493135944129316 
893	 0.49278729707868 
894	 0.492310455522418 
895	 0.492204048981631 
896	 0.492432266454436 
897	 0.491948993017886 
898	 0.492228191495932 
899	 0.493157174574475 
900	 0.493714143984706 
901	 0.492814552122751 
902	 0.491588825406038 
903	 0.491259096881133 
904	 0.492400197725149 
905	 0.492328521496593 
906	 0.491967433022899 
907	 0.491457754309457 
908	 0.490402289053583 
909	 0.490462819009452 
910	 0.49106382477713 
911	 0.491297696332711 
912	 0.490483976084737 
913	 0.490548599266556 
914	 0.490804783840037 
915	 0.490724885194742 
916	 0.49037838087345 
917	 0.489661126544622 
918	 0.489326953256474 
919	 0.489553260141132 
920	 0.489607595331497 
921	 0.489096309354976 
922	 0.488743308888518 
923	 0.488824633523359 
924	 0.488655574620352 
925	 0.489237215115719 
926	 0.489694537098876 
927	 0.489428385817123 
928	 0.488979098318189 
929	 0.488781528031994 
930	 0.489050088370234 
931	 0.489285739714172 
932	 0.487942068145139 
933	 0.486690329635251 
934	 0.48695922611932 
935	 0.488347313928836 
936	 0.4871130001238 
937	 0.488360574176763 
938	 0.489705730221696 
939	 0.489083390213205 
940	 0.489547302853827 
941	 0.487545848821178 
942	 0.485399691893887 
943	 0.485137357554094 
944	 0.484438618524507 
945	 0.483878228938539 
946	 0.483978333908326 
947	 0.484419935292212 
948	 0.482972877714162 
949	 0.482888056711629 
950	 0.483660825144757 
951	 0.483744666152079 
952	 0.4819860690902 
953	 0.479675063505755 
954	 0.47811752231423 
955	 0.477979959143805 
956	 0.478571680821033 
957	 0.477241254412649 
958	 0.47597858085866 
959	 0.476207934155871 
960	 0.475214258185062 
961	 0.475718032778755 
962	 0.47571062945192 
963	 0.473666230460702 
964	 0.471488681798424 
965	 0.473350803669064 
966	 0.47445177614461 
967	 0.472010001280138 
968	 0.47116872127997 
969	 0.472286920906848 
970	 0.472886149220414 
971	 0.472640570782441 
972	 0.475553535806911 
973	 0.476138359776064 
974	 0.473945410952625 
975	 0.470679318833812 
976	 0.469210930348808 
977	 0.470046450932155 
978	 0.471251996217391 
979	 0.471772153236842 
980	 0.472197708205498 
981	 0.470752636297242 
982	 0.469326827303626 
983	 0.46941696831405 
984	 0.470882068626789 
985	 0.46941462831667 
986	 0.468937825937699 
987	 0.470626813009175 
988	 0.472115800511298 
989	 0.471828993047297 
990	 0.469340711126323 
991	 0.467997362512933 
992	 0.471136819262202 
993	 0.468064385185448 
994	 0.470487941656794 
995	 0.474467881808359 
996	 0.470400722055136 
997	 0.467969070486511 
998	 0.46789027614106 
999	 0.470872778704423 
1000	 0.47531123721882 
1001	 0.481407499903689 
1002	 0.48196272361475 
1003	 0.481891736669855 
1004	 0.481617761706808 
1005	 0.481813150288969 
1006	 0.482443685082041 
1007	 0.481991971240723 
1008	 0.481259422019122 
1009	 0.480918782014 
1010	 0.480436391055986 
1011	 0.48021515140135 
1012	 0.480512082171438 
1013	 0.48222387820591 
1014	 0.48326092034864 
1015	 0.482580545646985 
1016	 0.482067376320436 
1017	 0.481838681014999 
1018	 0.480870480314701 
1019	 0.480443092978904 
1020	 0.48213480528506 
1021	 0.483821409975595 
1022	 0.484810671131305 
1023	 0.485725494603572 
1024	 0.486077465557163 
1025	 0.485137617363794 
1026	 0.484129860462735 
1027	 0.484522282905537 
1028	 0.48517523655955 
1029	 0.484680938609444 
1030	 0.483654849378572 
1031	 0.482950759525293 
1032	 0.482756441372985 
1033	 0.483471915253104 
1034	 0.484487594753717 
1035	 0.485011277464329 
1036	 0.484825859131511 
1037	 0.484855645323563 
1038	 0.484708718887732 
1039	 0.485519165165811 
1040	 0.485606250105955 
1041	 0.485767560856864 
1042	 0.486341195143579 
1043	 0.486416416415544 
1044	 0.486820124259022 
1045	 0.487476131406048 
1046	 0.48790627439731 
1047	 0.487412359611989 
1048	 0.487414461300457 
1049	 0.487571942618252 
1050	 0.487737799858685 
1051	 0.487899175028054 
1052	 0.488449866066373 
1053	 0.488987555299849 
1054	 0.48854882685773 
1055	 0.488085339694852 
1056	 0.487383377467981 
1057	 0.486572788741739 
1058	 0.486178723911132 
1059	 0.48539866752886 
1060	 0.485151086073965 
1061	 0.485255350771168 
1062	 0.485560386250005 
1063	 0.485835280851821 
1064	 0.486557326021278 
1065	 0.487298113251213 
1066	 0.487857612170333 
1067	 0.4880621609517 
1068	 0.488551366191396 
1069	 0.48880536699917 
1070	 0.488731315579655 
1071	 0.488363199774278 
1072	 0.487761725324999 
1073	 0.486361223040378 
1074	 0.486184028154104 
1075	 0.48601341584835 
1076	 0.48631858703927 
1077	 0.487617748000466 
1078	 0.4888257140105 
1079	 0.488920391994959 
1080	 0.489296791635714 
1081	 0.489130965315867 
1082	 0.488547636783635 
1083	 0.487940577723855 
1084	 0.487427913458185 
1085	 0.487135765063203 
1086	 0.486637447147669 
1087	 0.486429949820067 
1088	 0.486744637166744 
1089	 0.486833045064886 
1090	 0.48698135243538 
1091	 0.487235630835666 
1092	 0.48748284691521 
1093	 0.487709926885512 
1094	 0.488044419298796 
1095	 0.488066937174221 
1096	 0.488449687465359 
1097	 0.488155724517565 
1098	 0.48759056114981 
1099	 0.48646087846731 
1100	 0.485745775832896 
1101	 0.48454407582141 
1102	 0.484175957618869 
1103	 0.484680797283473 
1104	 0.484658532338373 
1105	 0.484595771227947 
1106	 0.484662276592881 
1107	 0.484725141052886 
1108	 0.484440755139365 
1109	 0.484180115572396 
1110	 0.484060344691001 
1111	 0.484209527454891 
1112	 0.484619771134849 
1113	 0.484547288929167 
1114	 0.48458974089312 
1115	 0.484490048898334 
1116	 0.483768317266425 
1117	 0.483327782328249 
1118	 0.483236320749104 
1119	 0.482990490991066 
1120	 0.482577210220749 
1121	 0.482318072984128 
1122	 0.481660834503679 
1123	 0.481090159194314 
1124	 0.480563016236631 
1125	 0.479916282994369 
1126	 0.479194322802989 
1127	 0.478569212859711 
1128	 0.477852130234542 
1129	 0.476887969869989 
1130	 0.476062021402076 
1131	 0.475709984387683 
1132	 0.474760665598077 
1133	 0.473530715542651 
1134	 0.471990253321974 
1135	 0.470488021794463 
1136	 0.469147975310443 
1137	 0.467885907311998 
1138	 0.46696890396654 
1139	 0.465677424590021 
1140	 0.46421461273097 
1141	 0.462834012366904 
1142	 0.461410531031969 
1143	 0.459956140188381 
1144	 0.458566937654047 
1145	 0.457021172571036 
1146	 0.455204731542571 
1147	 0.453641136714155 
1148	 0.452174244949972 
1149	 0.450569208850906 
1150	 0.449296824065117 
1151	 0.448405583024934 
1152	 0.447122793949484 
1153	 0.445710113911986 
1154	 0.444504392443937 
1155	 0.443184505510783 
1156	 0.44197047149032 
1157	 0.440992256074579 
1158	 0.439992745673066 
1159	 0.438721218833737 
1160	 0.437867589653166 
1161	 0.437511157954285 
1162	 0.436896170467614 
1163	 0.436341322719139 
1164	 0.435834628588635 
1165	 0.435136668992757 
1166	 0.434103740482151 
1167	 0.433440614611806 
1168	 0.432807851365933 
1169	 0.432371222411008 
1170	 0.432373983609788 
1171	 0.431884721554434 
1172	 0.431210051723917 
1173	 0.430657759171476 
1174	 0.42990093119246 
1175	 0.429223621377118 
1176	 0.428709559731897 
1177	 0.428162475308765 
1178	 0.427589545362256 
1179	 0.426906586652464 
1180	 0.426285837974348 
1181	 0.425679262161998 
1182	 0.425189306453931 
1183	 0.42469673004413 
1184	 0.424268222602093 
1185	 0.42396276954953 
1186	 0.423682351026586 
1187	 0.423441839480483 
1188	 0.423177606843153 
1189	 0.422785708288395 
1190	 0.422728339155782 
1191	 0.423070021142514 
1192	 0.423039188514733 
1193	 0.422954964699854 
1194	 0.423063594148705 
1195	 0.422890910503778 
1196	 0.422200545430537 
1197	 0.422033371889073 
1198	 0.42208593036421 
1199	 0.422106460438148 
1200	 0.422337428445426 
1201	 0.422355551578348 
1202	 0.422243879306614 
1203	 0.422266058113678 
1204	 0.422056254386529 
1205	 0.422229745294967 
1206	 0.422915775671357 
1207	 0.423277895721686 
1208	 0.423753695860481 
1209	 0.423999586256038 
1210	 0.4243385765736 
1211	 0.424353651422062 
1212	 0.424834789193183 
1213	 0.425783193451742 
1214	 0.426209583142376 
1215	 0.426454174434153 
1216	 0.426895447724076 
1217	 0.427063660448274 
1218	 0.427546281378275 
1219	 0.428576651247499 
1220	 0.429193460703574 
1221	 0.429492393754747 
1222	 0.430054146750233 
1223	 0.430758633413746 
1224	 0.431270522838736 
1225	 0.431672383383339 
1226	 0.432229203955901 
1227	 0.432511569222856 
1228	 0.432303819384529 
1229	 0.432566229814805 
1230	 0.433013565265837 
1231	 0.433371662405214 
1232	 0.433919255941304 
1233	 0.434289070037382 
1234	 0.434478293633826 
1235	 0.434797696463578 
1236	 0.435112572773163 
1237	 0.435416714221383 
1238	 0.435675825596476 
1239	 0.43620937316107 
1240	 0.436481575884759 
1241	 0.436482933595084 
1242	 0.436853379378625 
1243	 0.437190425739923 
1244	 0.437810325959394 
1245	 0.438972038445822 
1246	 0.439524649248152 
1247	 0.440074495338776 
1248	 0.440283942156455 
1249	 0.43985475154826 
1250	 0.4398962294017 
1251	 0.439932502701217 
1252	 0.440035255418436 
1253	 0.440487454600818 
1254	 0.440669427665379 
1255	 0.440760394033177 
1256	 0.440788219461819 
1257	 0.440437213527641 
1258	 0.440304114474561 
1259	 0.440381164439703 
1260	 0.440584427154733 
1261	 0.440657717227804 
1262	 0.441101034135027 
1263	 0.441043837354658 
1264	 0.440547495698448 
1265	 0.440282447229221 
1266	 0.439759995222756 
1267	 0.439624709657168 
1268	 0.439613471131598 
1269	 0.439741764155422 
1270	 0.440416844222656 
1271	 0.440697818782128 
1272	 0.440887959480731 
1273	 0.441091602898912 
1274	 0.440958878594228 
1275	 0.440828463144464 
1276	 0.440689732055895 
1277	 0.440565617422216 
1278	 0.440348086029606 
1279	 0.439942285732606 
1280	 0.439755640556985 
1281	 0.439382407279347 
1282	 0.439485433780711 
1283	 0.440359340611767 
1284	 0.440490456626022 
1285	 0.44055844664354 
1286	 0.44046030049549 
1287	 0.439754297949686 
1288	 0.439171633162095 
1289	 0.438432837575402 
1290	 0.438163364869451 
1291	 0.437806791559975 
1292	 0.437372692377655 
1293	 0.437008058989127 
1294	 0.436806506461551 
1295	 0.436490616583463 
1296	 0.436119898736218 
1297	 0.435717596078147 
1298	 0.435321817160772 
1299	 0.434702839456918 
1300	 0.433759724850093 
1301	 0.433214022837904 
1302	 0.43306965591035 
1303	 0.432424910116853 
1304	 0.431524218439252 
1305	 0.430797685969628 
1306	 0.429722066914758 
1307	 0.428927911761461 
1308	 0.428451341615775 
1309	 0.42803585435164 
1310	 0.427413773340805 
1311	 0.426464550587048 
1312	 0.425495431122742 
1313	 0.424853742415687 
1314	 0.423992888438881 
1315	 0.423175261060387 
1316	 0.422070049885764 
1317	 0.4206574116279 
1318	 0.419379510393397 
1319	 0.417950843381063 
1320	 0.416695716582523 
1321	 0.415831345291545 
1322	 0.414538161338449 
1323	 0.412838406900798 
1324	 0.41146304573239 
1325	 0.410166192522158 
1326	 0.408569992305582 
1327	 0.407441548081777 
1328	 0.406248182468398 
1329	 0.404626922911178 
1330	 0.403253974025278 
1331	 0.401863765359337 
1332	 0.400383060291451 
1333	 0.399071796809713 
1334	 0.397989961203173 
1335	 0.396592639850319 
1336	 0.395198958533072 
1337	 0.393612006835674 
1338	 0.391589869069694 
1339	 0.389939499826047 
1340	 0.3885613042831 
1341	 0.386918906363081 
1342	 0.385167111857044 
1343	 0.383538052709116 
1344	 0.381811367944453 
1345	 0.379952223350952 
1346	 0.378650521980852 
1347	 0.377505717469493 
1348	 0.376126053867173 
1349	 0.374768998864233 
1350	 0.373202272850656 
1351	 0.371397681319557 
1352	 0.369860911026228 
1353	 0.368474414827399 
1354	 0.36693671046933 
1355	 0.365259731216257 
1356	 0.363968198731474 
1357	 0.36287871082711 
1358	 0.361493654003208 
1359	 0.360450397034415 
1360	 0.359108326864853 
1361	 0.35736292585132 
1362	 0.355644709544745 
1363	 0.35409585090585 
1364	 0.351981686250742 
1365	 0.349941899411546 
1366	 0.348122800277151 
1367	 0.346006213029195 
1368	 0.344216655325536 
1369	 0.342534629001812 
1370	 0.340311692384546 
1371	 0.337925229503776 
1372	 0.335210670284263 
1373	 0.331967033671667 
1374	 0.328978781489864 
1375	 0.326217146159121 
1376	 0.323882256166161 
1377	 0.320949371812915 
1378	 0.318320257192682 
1379	 0.314600370643439 
1380	 0.310118732504977 
1381	 0.305457411642512 
1382	 0.299873127175589 
1383	 0.294806325521968 
1384	 0.289735138506407 
1385	 0.284526984447313 
1386	 0.280118429672286 
1387	 0.274707890724196 
1388	 0.268981233893479 
1389	 0.263446398850256 
1390	 0.257077546152584 
1391	 0.251036164297776 
1392	 0.245081466657004 
1393	 0.239348728093133 
1394	 0.234180274701967 
1395	 0.228835506653854 
1396	 0.223416779230195 
1397	 0.217929532901302 
1398	 0.212738328623594 
1399	 0.207461509259701 
1400	 0.202482335032348 
1401	 0.197972711509633 
1402	 0.193204789626458 
1403	 0.188247434944035 
1404	 0.183726518276251 
1405	 0.179369121166493 
1406	 0.175308538133723 
1407	 0.171588700357553 
1408	 0.167930047140918 
1409	 0.164353816215601 
1410	 0.16072584152818 
1411	 0.157777819883382 
1412	 0.155060212330036 
1413	 0.152715914900096 
1414	 0.150562401437648 
1415	 0.148315460217365 
1416	 0.146253513044547 
1417	 0.144052600648119 
1418	 0.142219069805021 
1419	 0.140603359183344 
1420	 0.139153451256073 
1421	 0.137696857872243 
1422	 0.136509514313227 
1423	 0.13527223756838 
1424	 0.134013409942981 
1425	 0.132937482206938 
1426	 0.132130994572323 
1427	 0.131192285435575 
1428	 0.130154993616792 
1429	 0.129081210956463 
1430	 0.127869672166204 
1431	 0.126851379277049 
1432	 0.125762767778013 
1433	 0.125127839037776 
1434	 0.124697595854616 
1435	 0.124330536038483 
1436	 0.124207547436522 
1437	 0.124272754757585 
1438	 0.124235951525648 
1439	 0.124246633621822 
1440	 0.123883648797442 
1441	 0.123347072192522 
1442	 0.123057413999342 
1443	 0.122727931474403 
