Wavelength	MCL_ARB_055_234_210422_L00002.asd
691	 8.49221036968398E-02 
692	 8.72900013031885E-02 
693	 0.089869334821004 
694	 0.094897437953247 
695	 9.95487740877522E-02 
696	 0.103904638426289 
697	 0.108616506503056 
698	 0.114681919761337 
699	 0.121761932262123 
700	 0.129259094421827 
701	 0.136725348489053 
702	 0.144109960364738 
703	 0.152211037445176 
704	 0.160975738886587 
705	 0.169946507217826 
706	 0.17890300480541 
707	 0.188372124044552 
708	 0.198206190926474 
709	 0.207450038282559 
710	 0.216916192401242 
711	 0.226902963541334 
712	 0.237303847146991 
713	 0.247366591289089 
714	 0.257550771252373 
715	 0.268048330830882 
716	 0.278770587916587 
717	 0.289193924700944 
718	 0.299677967518976 
719	 0.310107753422318 
720	 0.31980743074526 
721	 0.330110542299166 
722	 0.340462840152107 
723	 0.350147056924173 
724	 0.359261339126014 
725	 0.368371389043576 
726	 0.377299677937401 
727	 0.385531465940239 
728	 0.393356665715157 
729	 0.40123271971933 
730	 0.409106117025985 
731	 0.416241120580129 
732	 0.422614111464116 
733	 0.428797724756089 
734	 0.43503292941392 
735	 0.440228519632289 
736	 0.445108602157769 
737	 0.449846806764193 
738	 0.45430741458097 
739	 0.458282327921343 
740	 0.462127275983988 
741	 0.465781848127568 
742	 0.468695086559278 
743	 0.471194400212324 
744	 0.473596679857958 
745	 0.476032814221426 
746	 0.478142000253469 
747	 0.480104780307606 
748	 0.481839406225411 
749	 0.483170398871516 
750	 0.484022561010602 
751	 0.484854420966524 
752	 0.485876626786578 
753	 0.486990677836799 
754	 0.487984580693243 
755	 0.488351839152803 
756	 0.488085250504122 
757	 0.48834401101357 
758	 0.488707560169762 
759	 0.489278756859065 
760	 0.490094197884347 
761	 0.490091247226207 
762	 0.490158863687503 
763	 0.49056720129558 
764	 0.490953035043441 
765	 0.490809442866325 
766	 0.490241134709079 
767	 0.48967959347637 
768	 0.489944412225432 
769	 0.489605495783874 
770	 0.489344024685192 
771	 0.489939785498605 
772	 0.490185741191611 
773	 0.489840616960399 
774	 0.489318420591476 
775	 0.489302391583122 
776	 0.489102427110132 
777	 0.488884215258218 
778	 0.488724201259047 
779	 0.488486463689378 
780	 0.488687129090616 
781	 0.488923000191117 
782	 0.48882411460014 
783	 0.48867949850621 
784	 0.488281733696735 
785	 0.487922482441243 
786	 0.487972730285115 
787	 0.488063553158827 
788	 0.488438969948925 
789	 0.488902396155643 
790	 0.488889573025314 
791	 0.488273910777165 
792	 0.488126252616298 
793	 0.48860654157757 
794	 0.488093404922761 
795	 0.48796910854333 
796	 0.487959643862694 
797	 0.48768874769129 
798	 0.487985206882028 
799	 0.488287436398672 
800	 0.488295780457761 
801	 0.487950636000264 
802	 0.487639788497214 
803	 0.487711271751837 
804	 0.488049783019934 
805	 0.488104154636342 
806	 0.487706262759891 
807	 0.487535270363814 
808	 0.487758904654607 
809	 0.48733455282465 
810	 0.487201642426448 
811	 0.487116042746111 
812	 0.486806928184657 
813	 0.487144730224525 
814	 0.487481483200213 
815	 0.487346653992879 
816	 0.486650126289264 
817	 0.486817016800352 
818	 0.486836289944114 
819	 0.486819914601327 
820	 0.487893391086584 
821	 0.487535488068431 
822	 0.486808142128258 
823	 0.486711871537945 
824	 0.487120988398472 
825	 0.48710179582557 
826	 0.486870290021328 
827	 0.486835072175465 
828	 0.486953318037142 
829	 0.486835257583183 
830	 0.486567262577469 
831	 0.486468904658198 
832	 0.486867564337946 
833	 0.486702417847405 
834	 0.486142264886065 
835	 0.486251601817932 
836	 0.486702069416226 
837	 0.486860989297041 
838	 0.486589077410048 
839	 0.486407723974462 
840	 0.485955258794652 
841	 0.485774936983899 
842	 0.486044626270302 
843	 0.485840479706486 
844	 0.485576109755203 
845	 0.485448147276303 
846	 0.485497537997597 
847	 0.485408982524983 
848	 0.485643301061009 
849	 0.486007627793573 
850	 0.486019142932053 
851	 0.485493092294385 
852	 0.485307434265887 
853	 0.485466816297744 
854	 0.485328931858667 
855	 0.485544749081738 
856	 0.485516011032681 
857	 0.485140125826444 
858	 0.485060612228367 
859	 0.485345970659133 
860	 0.48557321248442 
861	 0.485384236170407 
862	 0.484719340669222 
863	 0.485061734317748 
864	 0.485324630991256 
865	 0.484628113254922 
866	 0.484716350817917 
867	 0.485349451500457 
868	 0.485443104507291 
869	 0.484317469878891 
870	 0.484322100104698 
871	 0.484775735896216 
872	 0.485242696116756 
873	 0.485431550303117 
874	 0.4848333919102 
875	 0.484627715599347 
876	 0.48503137266635 
877	 0.485403128118542 
878	 0.486029662400664 
879	 0.485664919226206 
880	 0.484532387659567 
881	 0.484502018253081 
882	 0.484005144309209 
883	 0.483632989463361 
884	 0.48382968615788 
885	 0.484241377528276 
886	 0.484094016283505 
887	 0.484144456299106 
888	 0.484734029528366 
889	 0.484580425834576 
890	 0.483548610808075 
891	 0.483236316668262 
892	 0.484333110154603 
893	 0.483284830631008 
894	 0.483392024525778 
895	 0.48384833719556 
896	 0.483067654330067 
897	 0.482498877615839 
898	 0.482484634335176 
899	 0.483056680517634 
900	 0.483826744761147 
901	 0.483496793945869 
902	 0.482982512187502 
903	 0.483202806640527 
904	 0.484324817227056 
905	 0.482797219252513 
906	 0.481433504334038 
907	 0.481599299417072 
908	 0.482743159968092 
909	 0.482382580311112 
910	 0.481738419534089 
911	 0.481716550307728 
912	 0.482298474522474 
913	 0.481684247459971 
914	 0.480966566159881 
915	 0.481261359281835 
916	 0.482901176867214 
917	 0.4823890189067 
918	 0.481806999745326 
919	 0.482157971233034 
920	 0.481871904220995 
921	 0.481214416794198 
922	 0.480044522560357 
923	 0.479165455900428 
924	 0.48058157388937 
925	 0.480586637001882 
926	 0.480102464050396 
927	 0.480159788424717 
928	 0.480230875024231 
929	 0.480041701868692 
930	 0.480447875918239 
931	 0.481754159894791 
932	 0.482799301984126 
933	 0.480869815113919 
934	 0.478344840932273 
935	 0.47772206247243 
936	 0.47885075249174 
937	 0.478775145727364 
938	 0.478315591193718 
939	 0.478353045648495 
940	 0.477506430410801 
941	 0.476916535007711 
942	 0.477394267195252 
943	 0.478587555166377 
944	 0.477941134770566 
945	 0.47734929463022 
946	 0.477192206959984 
947	 0.477152523232475 
948	 0.476370215156757 
949	 0.475264759278691 
950	 0.475368788902056 
951	 0.476660188335781 
952	 0.475112547169618 
953	 0.472527376101438 
954	 0.471717255712156 
955	 0.473436817985851 
956	 0.473386716803669 
957	 0.471371046420481 
958	 0.470363286338719 
959	 0.471400576048972 
960	 0.469502787952199 
961	 0.468157023778602 
962	 0.467973318429811 
963	 0.46878911521674 
964	 0.470422136804892 
965	 0.47043080631055 
966	 0.46858321075982 
967	 0.466945522180525 
968	 0.469980775869782 
969	 0.472211877010162 
970	 0.471169036338029 
971	 0.467855477552009 
972	 0.467226504130964 
973	 0.468466350968249 
974	 0.470469685805129 
975	 0.470664090205866 
976	 0.465580640630435 
977	 0.46423669465313 
978	 0.465441043869714 
979	 0.467763145295558 
980	 0.471347571461072 
981	 0.467558039495666 
982	 0.467935888469647 
983	 0.472736326342733 
984	 0.468847881595226 
985	 0.464555533806138 
986	 0.462585433081013 
987	 0.463360684381656 
988	 0.465343138707604 
989	 0.46507566944582 
990	 0.466260603853826 
991	 0.467247302764239 
992	 0.464213055679312 
993	 0.465911637593568 
994	 0.467882096583709 
995	 0.46855948067892 
996	 0.468431931013323 
997	 0.466371371064098 
998	 0.466892727383823 
999	 0.468258194250046 
1000	 0.467455683657423 
1001	 0.467055935769574 
1002	 0.46696857599136 
1003	 0.465997922632575 
1004	 0.466815055729576 
1005	 0.467731511986332 
1006	 0.468684531967909 
1007	 0.470167074522604 
1008	 0.46966211778371 
1009	 0.468499575688128 
1010	 0.468050075734085 
1011	 0.467700192136798 
1012	 0.467535474014493 
1013	 0.467755951011884 
1014	 0.468341307116119 
1015	 0.46884229384981 
1016	 0.469163847082316 
1017	 0.469876984985131 
1018	 0.470574086343598 
1019	 0.469779640909528 
1020	 0.469882549114162 
1021	 0.471272589312075 
1022	 0.471654183549341 
1023	 0.473456852662939 
1024	 0.474514262757324 
1025	 0.475540618111405 
1026	 0.474739552731134 
1027	 0.474659368615737 
1028	 0.474323745714971 
1029	 0.474045141114617 
1030	 0.474217460677358 
1031	 0.474351638743991 
1032	 0.473729130987135 
1033	 0.472976707044797 
1034	 0.472526546663478 
1035	 0.472428944485485 
1036	 0.473134076152094 
1037	 0.473407746046987 
1038	 0.473929306128158 
1039	 0.473580303624427 
1040	 0.473277337644791 
1041	 0.472317589771429 
1042	 0.471403027082237 
1043	 0.471584229312684 
1044	 0.47227134706196 
1045	 0.472858080121805 
1046	 0.474082814933421 
1047	 0.475042640033981 
1048	 0.475493208038371 
1049	 0.475522496906987 
1050	 0.475608297112764 
1051	 0.475293683178993 
1052	 0.475003698291209 
1053	 0.474873781843416 
1054	 0.474733184484294 
1055	 0.474714557211845 
1056	 0.474888019158319 
1057	 0.474900911941649 
1058	 0.475085043131922 
1059	 0.475899989506963 
1060	 0.475850456314882 
1061	 0.475711059457607 
1062	 0.475489115587424 
1063	 0.475241619798506 
1064	 0.474286152912685 
1065	 0.474235177121774 
1066	 0.474336565442308 
1067	 0.474552604923789 
1068	 0.47486726560479 
1069	 0.474376325545353 
1070	 0.474430388682659 
1071	 0.474912023961002 
1072	 0.474897533768043 
1073	 0.47465540403312 
1074	 0.474809079591099 
1075	 0.474882244512407 
1076	 0.474837086673479 
1077	 0.474875071536144 
1078	 0.475304430491177 
1079	 0.475347482860245 
1080	 0.474776407885761 
1081	 0.473909894622317 
1082	 0.473723727761013 
1083	 0.473770907205314 
1084	 0.474226975562215 
1085	 0.474725350145974 
1086	 0.476093362864464 
1087	 0.476407083314651 
1088	 0.476210495411254 
1089	 0.475982330474207 
1090	 0.475421273390891 
1091	 0.475067691754564 
1092	 0.474551390182412 
1093	 0.474329769680011 
1094	 0.474120193001238 
1095	 0.473956924274732 
1096	 0.473879225450124 
1097	 0.473706532017177 
1098	 0.473540473799142 
1099	 0.473291785095721 
1100	 0.473173461670711 
1101	 0.473208324922303 
1102	 0.473073322782859 
1103	 0.472717950151245 
1104	 0.472731196374228 
1105	 0.472644209605786 
1106	 0.473023096085585 
1107	 0.47365788612404 
1108	 0.473950315772328 
1109	 0.473990499015471 
1110	 0.47318331130093 
1111	 0.472782904582093 
1112	 0.472268527223201 
1113	 0.471898461242165 
1114	 0.471496932436446 
1115	 0.47142633022427 
1116	 0.471442553278031 
1117	 0.471398985967562 
1118	 0.471927025491994 
1119	 0.471883228293321 
1120	 0.471556818239126 
1121	 0.471052710540846 
1122	 0.470255221539218 
1123	 0.469567570018963 
1124	 0.4690111950993 
1125	 0.468660414512152 
1126	 0.468013292396598 
1127	 0.467192203694729 
1128	 0.466624959199351 
1129	 0.465849069979748 
1130	 0.465382173567282 
1131	 0.465497473344207 
1132	 0.465249843715998 
1133	 0.465190311056204 
1134	 0.464388859573522 
1135	 0.464108640696284 
1136	 0.463737990121586 
1137	 0.462948337987509 
1138	 0.462152174669135 
1139	 0.461171644455029 
1140	 0.45953813085726 
1141	 0.458327627607567 
1142	 0.457076923383009 
1143	 0.456132282854329 
1144	 0.45573168930837 
1145	 0.45479157854163 
1146	 0.453696035684474 
1147	 0.45276128489877 
1148	 0.451692964992326 
1149	 0.450308131961629 
1150	 0.449279765246877 
1151	 0.448587091197405 
1152	 0.447668138526055 
1153	 0.446700829535916 
1154	 0.445685453507062 
1155	 0.444589998686012 
1156	 0.44368798186044 
1157	 0.442592017591317 
1158	 0.441878215455683 
1159	 0.441592623610367 
1160	 0.441172359683533 
1161	 0.44106292771887 
1162	 0.440639039811189 
1163	 0.439959431984299 
1164	 0.439297808248203 
1165	 0.438784203732908 
1166	 0.438073723282448 
1167	 0.437769104145372 
1168	 0.437953072852208 
1169	 0.437680528701138 
1170	 0.43729910014141 
1171	 0.437026906921177 
1172	 0.436694844693412 
1173	 0.436283460968326 
1174	 0.43584711504615 
1175	 0.435541485792407 
1176	 0.435189232708663 
1177	 0.434813010540445 
1178	 0.43448214023578 
1179	 0.434377495552785 
1180	 0.434033948308911 
1181	 0.433436529906208 
1182	 0.433135383757057 
1183	 0.432936242887223 
1184	 0.432739772695555 
1185	 0.432742877514326 
1186	 0.432534843355691 
1187	 0.43204296083789 
1188	 0.431922310957904 
1189	 0.431939603781116 
1190	 0.431923955794814 
1191	 0.432228908385497 
1192	 0.432351308543713 
1193	 0.432387394216348 
1194	 0.432212126200146 
1195	 0.432251760432283 
1196	 0.432423289129356 
1197	 0.432340705829624 
1198	 0.432135738762766 
1199	 0.432085521918992 
1200	 0.431852382499994 
1201	 0.431868938532253 
1202	 0.432351058376789 
1203	 0.432384130757444 
1204	 0.431900459235049 
1205	 0.432033899964709 
1206	 0.432425934407249 
1207	 0.432666928952991 
1208	 0.433173271644995 
1209	 0.433816617745014 
1210	 0.434238724786772 
1211	 0.434366532669608 
1212	 0.434566751796323 
1213	 0.434812713643244 
1214	 0.435099992806276 
1215	 0.435299349824355 
1216	 0.435496087373227 
1217	 0.436000843025709 
1218	 0.436050610001596 
1219	 0.435500515509722 
1220	 0.435468424942879 
1221	 0.435468803021509 
1222	 0.435560310233621 
1223	 0.436134476532727 
1224	 0.43644281720945 
1225	 0.436652089180972 
1226	 0.436673634740751 
1227	 0.436949442729823 
1228	 0.437269801285486 
1229	 0.437493846362024 
1230	 0.437683313000581 
1231	 0.438023404765834 
1232	 0.438476190459103 
1233	 0.438785184720172 
1234	 0.43925888251389 
1235	 0.439562819315307 
1236	 0.439518239729533 
1237	 0.43956725719969 
1238	 0.439618133797249 
1239	 0.439799059089819 
1240	 0.439777209669736 
1241	 0.43980305771162 
1242	 0.439845711111511 
1243	 0.439761631735031 
1244	 0.440062090473808 
1245	 0.440614977955876 
1246	 0.441074137584 
1247	 0.441848695214835 
1248	 0.442251589160628 
1249	 0.44248589286809 
1250	 0.442603020167879 
1251	 0.442516194366346 
1252	 0.442485505925238 
1253	 0.442346314782072 
1254	 0.44223731905785 
1255	 0.442186818907664 
1256	 0.441971110605167 
1257	 0.441952456524343 
1258	 0.441907654052924 
1259	 0.44186417030754 
1260	 0.44181919131896 
1261	 0.441912731742245 
1262	 0.442113110283923 
1263	 0.442169189325073 
1264	 0.442375966328736 
1265	 0.442395331214831 
1266	 0.442018878338347 
1267	 0.44202205574703 
1268	 0.442241547498722 
1269	 0.442311313872253 
1270	 0.442540674792251 
1271	 0.442629456280817 
1272	 0.442479063245914 
1273	 0.442497136875153 
1274	 0.442356572777607 
1275	 0.442261580132333 
1276	 0.442219717957251 
1277	 0.442133120140834 
1278	 0.442002072718135 
1279	 0.442030188434324 
1280	 0.441846639020595 
1281	 0.441448908486747 
1282	 0.441207273996402 
1283	 0.440932338865771 
1284	 0.440695183495264 
1285	 0.4404398959443 
1286	 0.440260157389948 
1287	 0.440194653610752 
1288	 0.440110390169013 
1289	 0.440020508062108 
1290	 0.440099357863674 
1291	 0.440218160074368 
1292	 0.439755892675498 
1293	 0.439132070318626 
1294	 0.438770641351592 
1295	 0.438612831596527 
1296	 0.438707514479045 
1297	 0.438506367463362 
1298	 0.438510720673332 
1299	 0.438159249634896 
1300	 0.437317549279051 
1301	 0.436669665175192 
1302	 0.436185150458649 
1303	 0.435519129355958 
1304	 0.43447573118145 
1305	 0.433856693211808 
1306	 0.4335112918125 
1307	 0.432788273798563 
1308	 0.432624751048458 
1309	 0.432653531388498 
1310	 0.432114629571725 
1311	 0.431534193510725 
1312	 0.430752974842021 
1313	 0.429789133446013 
1314	 0.429013271633263 
1315	 0.428360275436513 
1316	 0.427663952721903 
1317	 0.42698310334414 
1318	 0.426262857588653 
1319	 0.425633430264106 
1320	 0.424740671779649 
1321	 0.423724593444905 
1322	 0.422727521998777 
1323	 0.421534575290016 
1324	 0.420347742045714 
1325	 0.419156704010296 
1326	 0.41803993338578 
1327	 0.416561099075478 
1328	 0.41544849169913 
1329	 0.414681825046889 
1330	 0.413270670512134 
1331	 0.41191993224614 
1332	 0.41081241515868 
1333	 0.409712445331205 
1334	 0.40858574025969 
1335	 0.407539501856332 
1336	 0.406668038605045 
1337	 0.405622859854926 
1338	 0.404453021591159 
1339	 0.403375675551999 
1340	 0.402401883665914 
1341	 0.401314312753559 
1342	 0.400169180190031 
1343	 0.398946044565588 
1344	 0.397532142408009 
1345	 0.396234567555378 
1346	 0.395278895140691 
1347	 0.394200105249292 
1348	 0.393133599874693 
1349	 0.392370985117072 
1350	 0.391151496927327 
1351	 0.389799917952243 
1352	 0.388505647171879 
1353	 0.387080119780327 
1354	 0.385714110768667 
1355	 0.384303904447155 
1356	 0.383120207620839 
1357	 0.382105022864215 
1358	 0.381115973208936 
1359	 0.380361475919577 
1360	 0.379292731465468 
1361	 0.378131957325071 
1362	 0.376840966828284 
1363	 0.375233992640289 
1364	 0.374006498706255 
1365	 0.372611417941097 
1366	 0.371293661708371 
1367	 0.3699076829356 
1368	 0.367875730272189 
1369	 0.365862784552334 
1370	 0.363589656938204 
1371	 0.361385766794189 
1372	 0.359604980832975 
1373	 0.357583819896639 
1374	 0.355815000586097 
1375	 0.353540235522721 
1376	 0.350927482618404 
1377	 0.348232067609182 
1378	 0.345216456340401 
1379	 0.341962243687635 
1380	 0.338574197356967 
1381	 0.335017006284498 
1382	 0.331430416956127 
1383	 0.327396543054315 
1384	 0.323055786017005 
1385	 0.318531279346369 
1386	 0.313855563187754 
1387	 0.308708550688545 
1388	 0.303512910646038 
1389	 0.298024618314785 
1390	 0.292187513025005 
1391	 0.286429864011294 
1392	 0.280633697524581 
1393	 0.274905638081001 
1394	 0.269335397493641 
1395	 0.263747516680077 
1396	 0.258223598266783 
1397	 0.252831173396754 
1398	 0.247413299345087 
1399	 0.241982209683746 
1400	 0.236619237904504 
1401	 0.231491568701146 
1402	 0.226209733795616 
1403	 0.220505306802124 
1404	 0.215309990251005 
1405	 0.210244732969932 
1406	 0.205524207673701 
1407	 0.200943830739071 
1408	 0.197219293412683 
1409	 0.193720300307056 
1410	 0.190067178916184 
1411	 0.187047054682866 
