Wavelength	TRI_ARB_099_221_210422_L00001.asd
350	-0.107189255592378 
351	-0.438963256595643 
352	-0.503652258959353 
353	-0.133472695629988 
354	 7.16523923996536E-02 
355	 0.252527155144315 
356	 0.462046427308627 
357	 0.137244035378889 
358	 0.109876040924688 
359	 0.168382668102179 
360	 7.65309181234667E-02 
361	 0.19673187357693 
362	 0.174544236112876 
363	 9.40128823941658E-02 
364	 0.160234102123439 
365	 0.197879912024214 
366	 0.161998554152504 
367	 0.106432533761234 
368	 0.164707059560398 
369	 0.169189932260238 
370	 0.150005123905933 
371	 0.155428083044456 
372	 0.168001967269774 
373	 0.152107096577895 
374	 0.139557772914145 
375	 0.177250288653228 
376	 0.173188052935489 
377	 0.156027191363942 
378	 0.147291054005963 
379	 0.149795204336118 
380	 0.154992395896044 
381	 0.159401678951586 
382	 0.160135202544891 
383	 0.151255703085813 
384	 0.144362152537553 
385	 0.147397914689013 
386	 0.161824482010082 
387	 0.155070567308472 
388	 0.142687938656807 
389	 0.14171221320089 
390	 0.163617700344383 
391	 0.168807195195623 
392	 0.16135436357325 
393	 0.154789682149975 
394	 0.16557562641418 
395	 0.159689846396057 
396	 0.147066218067476 
397	 0.150192878961099 
398	 0.146479702384612 
399	 0.142988906587109 
400	 0.147957750582762 
401	 0.166931865978905 
402	 0.158311149674637 
403	 0.150566565620885 
404	 0.159502233955417 
405	 0.134387810957517 
406	 0.12592269073302 
407	 0.136151288142952 
408	 0.147073190721483 
409	 0.152872759465566 
410	 0.154326754251646 
411	 0.153240687398477 
412	 0.151569473575761 
413	 0.149589636853 
414	 0.152800233291585 
415	 0.160512247756599 
416	 0.153451370044987 
417	 0.147481289671337 
418	 0.149165073914945 
419	 0.157836977014232 
420	 0.158026601213008 
421	 0.154007519936159 
422	 0.151476238405798 
423	 0.155295338893643 
424	 0.158851502037897 
425	 0.160265521066561 
426	 0.160151020539558 
427	 0.162515048576899 
428	 0.167197602338897 
429	 0.169080611699114 
430	 0.162793563412994 
431	 0.161825091124084 
432	 0.163708998119352 
433	 0.164922756768136 
434	 0.163033394831884 
435	 0.160348005693186 
436	 0.160735219024781 
437	 0.165745604365769 
438	 0.168020361098861 
439	 0.167712023191363 
440	 0.166876492222945 
441	 0.168349541649345 
442	 0.169695919990176 
443	 0.168803898918255 
444	 0.166737382315251 
445	 0.170892426469001 
446	 0.168827999196407 
447	 0.16454494258579 
448	 0.16584012306779 
449	 0.170345898099873 
450	 0.170957516917772 
451	 0.167917379745511 
452	 0.168164746276141 
453	 0.169224897017564 
454	 0.168756477346035 
455	 0.166239404897569 
456	 0.165425825258068 
457	 0.166741442674631 
458	 0.166965659294216 
459	 0.163156337220355 
460	 0.167315355426791 
461	 0.169520330571458 
462	 0.166836277606919 
463	 0.167169311604414 
464	 0.166601767272765 
465	 0.165647635643107 
466	 0.165274416848131 
467	 0.164289971885439 
468	 0.165759011671514 
469	 0.167683240189839 
470	 0.165557544421551 
471	 0.164320672138378 
472	 0.163981904925598 
473	 0.164028319761553 
474	 0.16427545573325 
475	 0.163595477081021 
476	 0.162468041337444 
477	 0.162070356642709 
478	 0.163995536475762 
479	 0.164746894930621 
480	 0.163695814644817 
481	 0.162931874758198 
482	 0.160678984938444 
483	 0.159691236385441 
484	 0.161112307107216 
485	 0.159998262524397 
486	 0.160627784940589 
487	 0.161981435543454 
488	 0.161102108244367 
489	 0.159749483574849 
490	 0.159043766514586 
491	 0.158529126560578 
492	 0.155709351090425 
493	 0.15579429667369 
494	 0.157294170726599 
495	 0.157743532025938 
496	 0.158118886273073 
497	 0.158734202844969 
498	 0.158822403165805 
499	 0.157182873976406 
500	 0.157052023141854 
501	 0.157065717903411 
502	 0.156389055299875 
503	 0.156674665931763 
504	 0.15657189746781 
505	 0.156060673738519 
506	 0.155748379937193 
507	 0.156771781133615 
508	 0.158509285641489 
509	 0.159549955736754 
510	 0.157917326811566 
511	 0.157973321523269 
512	 0.159503084242831 
513	 0.161066897132941 
514	 0.160893722713409 
515	 0.16079477349243 
516	 0.161441201941955 
517	 0.162675292038518 
518	 0.163364208938644 
519	 0.164325772424676 
520	 0.165704003608246 
521	 0.16604056263256 
522	 0.167348440071158 
523	 0.169004645726054 
524	 0.170025989492544 
525	 0.172133220946707 
526	 0.173632725042906 
527	 0.174266240414044 
528	 0.175244865178004 
529	 0.177004507051229 
530	 0.178217106099213 
531	 0.178140221013586 
532	 0.178382573316783 
533	 0.178885374775987 
534	 0.179736523075542 
535	 0.180903166416668 
536	 0.181174610936378 
537	 0.181210206426089 
538	 0.181491664496791 
539	 0.18190764596395 
540	 0.183184799033045 
541	 0.18406219519013 
542	 0.183494375570828 
543	 0.183840033146985 
544	 0.184250363836663 
545	 0.184122810068444 
546	 0.183287369956682 
547	 0.184094678901877 
548	 0.184969008689037 
549	 0.184624964150206 
550	 0.184304133972346 
551	 0.183519686153548 
552	 0.182921199375171 
553	 0.183354106675673 
554	 0.183092003575163 
555	 0.182337010213894 
556	 0.181538605305746 
557	 0.181227096719268 
558	 0.180127318967023 
559	 0.179048534926698 
560	 0.178834376334088 
561	 0.178011097079375 
562	 0.176390577747521 
563	 0.174577027686277 
564	 0.17371543296046 
565	 0.173010639379704 
566	 0.172442769727154 
567	 0.171796124422892 
568	 0.170006461525273 
569	 0.168100859959161 
570	 0.166792057079938 
571	 0.166404525637051 
572	 0.165618187123785 
573	 0.164572171345044 
574	 0.163426606231721 
575	 0.162165012714977 
576	 0.161067916065511 
577	 0.160218913726712 
578	 0.159531644492567 
579	 0.158543884360901 
580	 0.15751972403029 
581	 0.156792516606267 
582	 0.15660810765673 
583	 0.155319738334359 
584	 0.154327241971253 
585	 0.154401239024501 
586	 0.153881888766746 
587	 0.153330832353168 
588	 0.152744960429832 
589	 0.152065797286665 
590	 0.152123788054533 
591	 0.151762720750215 
592	 0.150930450723278 
593	 0.151095337733259 
594	 0.15067237968349 
595	 0.14957236261606 
596	 0.148341380961728 
597	 0.148268151208984 
598	 0.148390880180155 
599	 0.148369333050407 
600	 0.148283513360019 
601	 0.147534534084731 
602	 0.147215234157872 
603	 0.147520297401385 
604	 0.146331652948802 
605	 0.145764482136956 
606	 0.145540080897447 
607	 0.144716966198715 
608	 0.143869253602108 
609	 0.143401149033402 
610	 0.142997896481553 
611	 0.141624773958687 
612	 0.140910518018761 
613	 0.140472596530934 
614	 0.139791720710527 
615	 0.13942681693703 
616	 0.13893263497331 
617	 0.138490813344666 
618	 0.138504833574064 
619	 0.137824692442387 
620	 0.136586374967774 
621	 0.135450343769226 
622	 0.135701736525191 
623	 0.136101528732274 
624	 0.135950323369606 
625	 0.135061522773532 
626	 0.134711218075955 
627	 0.134247995005204 
628	 0.134000478458012 
629	 0.135110831257631 
630	 0.134608949806429 
631	 0.13360877586482 
632	 0.133302876069088 
633	 0.132887054432423 
634	 0.132822836061167 
635	 0.132785359365754 
636	 0.132233886787124 
637	 0.131926747944905 
638	 0.132233328893591 
639	 0.132615144489784 
640	 0.131357270394061 
641	 0.130816556471014 
642	 0.130544512726824 
643	 0.129756791805467 
644	 0.129516831818826 
645	 0.129082593403526 
646	 0.128447321399944 
647	 0.128136203016174 
648	 0.128053528906126 
649	 0.127574680318686 
650	 0.126600596138246 
651	 0.126229633346383 
652	 0.125722884607069 
653	 0.125263290726992 
654	 0.125175639822371 
655	 0.124753224905523 
656	 0.124456384570413 
657	 0.124112299953337 
658	 0.122921713010065 
659	 0.122684387748728 
660	 0.122376473273685 
661	 0.121344112962518 
662	 0.121636185314145 
663	 0.121681166285947 
664	 0.12119630052341 
665	 0.12057141537606 
666	 0.120030548506459 
667	 0.119531407894317 
668	 0.119154948664879 
669	 0.119193100735186 
670	 0.119012975493706 
671	 0.118904397350389 
672	 0.119204600379952 
673	 0.119563218797358 
674	 0.11944797364727 
675	 0.119166357695521 
676	 0.119483779355519 
677	 0.119464651167835 
678	 0.119449134012126 
679	 0.119623379323377 
680	 0.119562539582824 
681	 0.120164449336001 
682	 0.120781542271088 
683	 0.120701830256692 
684	 0.121361525073449 
685	 0.12208965654696 
686	 0.122855531633243 
687	 0.124161624728615 
688	 0.124897379148658 
689	 0.125621138265802 
690	 0.126885290066956 
691	 0.128598765595703 
692	 0.130583662724035 
693	 0.132840365847185 
694	 0.13538130803563 
695	 0.137789027115153 
696	 0.141056171741229 
697	 0.145177392818081 
698	 0.14910220536563 
699	 0.154210573968996 
700	 0.159953550735687 
701	 0.165728751079358 
702	 0.171791205824345 
703	 0.178268333182528 
704	 0.184934484663466 
705	 0.191508699819829 
706	 0.198455769249991 
707	 0.205892579069127 
708	 0.213752025406328 
709	 0.221785394179114 
710	 0.230360116444019 
711	 0.238863462936408 
712	 0.246988084884655 
713	 0.255842833846742 
714	 0.265003491545085 
715	 0.274510689933233 
716	 0.284480329670908 
717	 0.29412760872517 
718	 0.303736217876654 
719	 0.313451817642997 
720	 0.323158613163077 
721	 0.333471313943608 
722	 0.343758376633638 
723	 0.35340693038091 
724	 0.362782372738175 
725	 0.372279991461195 
726	 0.381850165642276 
727	 0.391193989932782 
728	 0.400617369799204 
729	 0.408462458936699 
730	 0.415079038596118 
731	 0.423376952337764 
732	 0.431061336519697 
733	 0.438060967092986 
734	 0.444696258032771 
735	 0.450949298313308 
736	 0.456757126334773 
737	 0.462172304929904 
738	 0.467261172167562 
739	 0.471656641148123 
740	 0.47584772350709 
741	 0.479871566347874 
742	 0.483192966302355 
743	 0.486986684795211 
744	 0.490307076967067 
745	 0.492608591385509 
746	 0.495693590620581 
747	 0.49800197088511 
748	 0.499655322415125 
749	 0.501418157825415 
750	 0.50316413899804 
751	 0.504562624369991 
752	 0.505561598343643 
753	 0.506429781364457 
754	 0.507559963474383 
755	 0.508533347122919 
756	 0.509061322459103 
757	 0.509494140125819 
758	 0.509865820433464 
759	 0.510470885284061 
760	 0.511415064745255 
761	 0.511554999089551 
762	 0.511480751659905 
763	 0.511645113414419 
764	 0.512218400796272 
765	 0.512350755766007 
766	 0.512169689364989 
767	 0.511926414495706 
768	 0.511785214448591 
769	 0.511924467221955 
770	 0.511972702035243 
771	 0.511712623336879 
772	 0.512188639732866 
773	 0.512287229080089 
774	 0.511852757396202 
775	 0.511370888107672 
776	 0.511048670135471 
777	 0.510928219743126 
778	 0.510962257008379 
779	 0.511033864689153 
780	 0.511387909051245 
781	 0.51132108957219 
782	 0.51062722189534 
783	 0.510971309384558 
784	 0.510845264502641 
785	 0.510802895388033 
786	 0.511661417548217 
787	 0.510882453058884 
788	 0.510952998736634 
789	 0.511693807667465 
790	 0.510708979627407 
791	 0.510232300422054 
792	 0.510491780777102 
793	 0.510964357056729 
794	 0.510427691456003 
795	 0.510055334915905 
796	 0.510001301471558 
797	 0.510106087857863 
798	 0.510244194893413 
799	 0.509786072923827 
800	 0.509478328748703 
801	 0.510294806468988 
802	 0.509878525997037 
803	 0.509379313982763 
804	 0.509398009623486 
805	 0.509689513846687 
806	 0.5101106762529 
807	 0.509829829897257 
808	 0.508974218268135 
809	 0.509593808439033 
810	 0.509339697470293 
811	 0.508847295811011 
812	 0.509067691345194 
813	 0.508838776294676 
814	 0.508986597605041 
815	 0.509377450537664 
816	 0.509421081824785 
817	 0.509125662432933 
818	 0.50890431381671 
819	 0.508965644695074 
820	 0.509206619215065 
821	 0.508621206312562 
822	 0.508161579585661 
823	 0.508314211442529 
824	 0.508250862686226 
825	 0.508081296323327 
826	 0.507816492586246 
827	 0.507576937939112 
828	 0.507843107806596 
829	 0.507969319752584 
830	 0.507931770821439 
831	 0.507944705487641 
832	 0.507895653529283 
833	 0.507738013523229 
834	 0.507415435863093 
835	 0.506957887548617 
836	 0.507213516217807 
837	 0.507272255481845 
838	 0.507012789009353 
839	 0.507505106030912 
840	 0.507474970877135 
841	 0.507301309342649 
842	 0.507300412218006 
843	 0.506931888372792 
844	 0.506390691411201 
845	 0.506272741588179 
846	 0.506812732944214 
847	 0.506623548006251 
848	 0.506431986719608 
849	 0.506559360728721 
850	 0.506959897264698 
851	 0.506920610792951 
852	 0.506330792867843 
853	 0.505398618032331 
854	 0.504651857028948 
855	 0.505226027714072 
856	 0.506473533179413 
857	 0.50739583710256 
858	 0.507001377687372 
859	 0.506040387448359 
860	 0.505168118648228 
861	 0.504929258752735 
862	 0.505702937840009 
863	 0.505424086870112 
864	 0.505117758708271 
865	 0.505707645120506 
866	 0.505273387263141 
867	 0.504993826542019 
868	 0.504972421303642 
869	 0.504956696448375 
870	 0.505022139028721 
871	 0.504640431338893 
872	 0.503957996348114 
873	 0.503502451684577 
874	 0.503375348770662 
875	 0.504087217549944 
876	 0.505173322191821 
877	 0.505455417590848 
878	 0.504850194653032 
879	 0.504288915293316 
880	 0.504164042818429 
881	 0.504081753078879 
882	 0.50391387801682 
883	 0.503866461873722 
884	 0.504096040802534 
885	 0.504557953874896 
886	 0.503908697187653 
887	 0.503125398572881 
888	 0.503102344948472 
889	 0.503353713290799 
890	 0.502903772904099 
891	 0.502667468031098 
892	 0.503194100887376 
893	 0.502117276990508 
894	 0.502259063624721 
895	 0.502768279034814 
896	 0.502268990066948 
897	 0.503065737965712 
898	 0.502069056866844 
899	 0.500706676353051 
900	 0.501631649495064 
901	 0.502003177579323 
902	 0.502034323513474 
903	 0.501894935915332 
904	 0.501634346140436 
905	 0.500921112016065 
906	 0.500674238450245 
907	 0.500870967737481 
908	 0.500776883050984 
909	 0.500729720992684 
910	 0.500618709889152 
911	 0.500239581973183 
912	 0.499482364055223 
913	 0.499469979947776 
914	 0.499977734710587 
915	 0.500219602180357 
916	 0.499224565835515 
917	 0.498186937055207 
918	 0.498798315478846 
919	 0.500188862249184 
920	 0.49858860089549 
921	 0.498576940234142 
922	 0.498822669941305 
923	 0.498455030171687 
924	 0.498844515587556 
925	 0.498135977125972 
926	 0.497535058951006 
927	 0.497876753752596 
928	 0.498283030079776 
929	 0.499190967670015 
930	 0.498415795225251 
931	 0.495885832314381 
932	 0.49625600208855 
933	 0.496938839681537 
934	 0.496966165009824 
935	 0.496568344612375 
936	 0.497603655252039 
937	 0.495563217065784 
938	 0.494209895709908 
939	 0.496037063241562 
940	 0.496068804535242 
941	 0.49532308730132 
942	 0.494415872176769 
943	 0.493328803541746 
944	 0.490521503665036 
945	 0.492638673447063 
946	 0.495694355918768 
947	 0.494925762053176 
948	 0.49138526035431 
949	 0.490660226085752 
950	 0.49030028694165 
951	 0.488130870450959 
952	 0.488385376736437 
953	 0.487558841918304 
954	 0.486632208012317 
955	 0.48652348577008 
956	 0.485092373689559 
957	 0.485699546347161 
958	 0.486146129498521 
959	 0.48469624633293 
960	 0.48392959601079 
961	 0.484658630992238 
962	 0.484391478788184 
963	 0.482359273771124 
964	 0.482890544066404 
965	 0.482443394969434 
966	 0.482488603313406 
967	 0.482863004876541 
968	 0.478627551941533 
969	 0.47970752916372 
970	 0.481907149070272 
971	 0.481494174031853 
972	 0.481136261649801 
973	 0.481467060370931 
974	 0.481941269434737 
975	 0.481783696690087 
976	 0.480496388082237 
977	 0.478996458685092 
978	 0.476202766928813 
979	 0.474634702357368 
980	 0.479989474080527 
981	 0.47819314109264 
982	 0.476790567426732 
983	 0.478997790840051 
984	 0.479912047169094 
985	 0.479193990003316 
986	 0.479508357588865 
987	 0.480186969703865 
988	 0.478063774656902 
989	 0.47654328611011 
990	 0.475562995985522 
991	 0.476146853551506 
992	 0.478989263940016 
993	 0.478134186769947 
994	 0.479085354992167 
995	 0.480127845319783 
996	 0.477259460544578 
997	 0.47704877815571 
998	 0.475014428301462 
999	 0.474804762300752 
1000	 0.479540591460707 
1001	 0.480535873820871 
1002	 0.482578105718589 
1003	 0.482463201995087 
1004	 0.482513736119808 
1005	 0.482610450239823 
1006	 0.482355924055697 
1007	 0.482502759532824 
1008	 0.482439732669886 
1009	 0.482240532877009 
1010	 0.481124280170852 
1011	 0.480905597393988 
1012	 0.481229277440443 
1013	 0.482449591621598 
1014	 0.483187440920001 
1015	 0.483588110442065 
1016	 0.48322204741027 
1017	 0.483457034474263 
1018	 0.483455364329394 
1019	 0.48318370889328 
1020	 0.484599050088921 
1021	 0.485083818258099 
1022	 0.483964369567281 
1023	 0.484201749968737 
1024	 0.484322364627901 
1025	 0.484138893691144 
1026	 0.48349567659926 
1027	 0.48409471186344 
1028	 0.484815383831074 
1029	 0.485185461039029 
1030	 0.485489128590008 
1031	 0.486342895628733 
1032	 0.486595638723159 
1033	 0.48654947819471 
1034	 0.486613879176834 
1035	 0.4864564754999 
1036	 0.485951958638454 
1037	 0.485592740416106 
1038	 0.484911816665068 
1039	 0.485172253697189 
1040	 0.484569088960952 
1041	 0.48461211489417 
1042	 0.486348099136709 
1043	 0.487537579631905 
1044	 0.48878994545104 
1045	 0.489212072401381 
1046	 0.488638346337624 
1047	 0.487183726154329 
1048	 0.486277754560575 
1049	 0.485297322156767 
1050	 0.485268296286014 
1051	 0.485611974080265 
1052	 0.48647154487886 
1053	 0.487102038045998 
1054	 0.487819197562015 
1055	 0.488137413917969 
1056	 0.487462475647957 
1057	 0.487283348170711 
1058	 0.486686162016094 
1059	 0.48602591887479 
1060	 0.486509878912295 
1061	 0.486709487719203 
1062	 0.487200671554526 
1063	 0.487884365880447 
1064	 0.489109673391828 
1065	 0.489227751886695 
1066	 0.489080997659451 
1067	 0.488902506826547 
1068	 0.489347924751888 
1069	 0.489063798558863 
1070	 0.488114024149384 
1071	 0.487738964920816 
1072	 0.487249586541464 
1073	 0.485847278496137 
1074	 0.48532662882752 
1075	 0.485637078207917 
1076	 0.485660015739511 
1077	 0.485719244917346 
1078	 0.485107047953488 
1079	 0.485633602282444 
1080	 0.486635165827352 
1081	 0.487068173022899 
1082	 0.486969050976004 
1083	 0.486304030631487 
1084	 0.485366178441488 
1085	 0.485076925400404 
1086	 0.485218227512271 
1087	 0.485065631651096 
1088	 0.485127987127702 
1089	 0.485134165500401 
1090	 0.484989382322879 
1091	 0.484741465265466 
1092	 0.484608296473005 
1093	 0.484064052414482 
1094	 0.484038160382782 
1095	 0.484352332189334 
1096	 0.485153075144727 
1097	 0.48593511552539 
1098	 0.485961917803352 
1099	 0.485103179462467 
1100	 0.485049975146182 
1101	 0.485006123368758 
1102	 0.484979833538235 
1103	 0.485436383240008 
1104	 0.485485433051475 
1105	 0.485088043394977 
1106	 0.484820198890005 
1107	 0.484886571733916 
1108	 0.485021337989494 
1109	 0.485710859252023 
1110	 0.48583632609548 
1111	 0.485585284851155 
1112	 0.485047537470073 
1113	 0.484611390819579 
1114	 0.48375302257862 
1115	 0.483056187414479 
1116	 0.482043166085287 
1117	 0.481749247663 
1118	 0.481977258903424 
1119	 0.481842690674558 
1120	 0.482161047458284 
1121	 0.482432630568537 
1122	 0.482159811274785 
1123	 0.481055907010276 
1124	 0.4798906289772 
1125	 0.478004074382309 
1126	 0.47722426572589 
1127	 0.476682723498644 
1128	 0.475978855515685 
1129	 0.476039681680655 
1130	 0.47552206796939 
1131	 0.474457127342423 
1132	 0.473504223849702 
1133	 0.472568171195745 
1134	 0.471664080813785 
1135	 0.47068522950801 
1136	 0.469152847625935 
1137	 0.468021628160363 
1138	 0.467153559817178 
1139	 0.465910335994925 
1140	 0.464470957661534 
1141	 0.463180797759074 
1142	 0.461667730808024 
1143	 0.460383690487682 
1144	 0.459723046272501 
1145	 0.45833676212038 
1146	 0.456463811640108 
1147	 0.45478386963821 
1148	 0.452754524545115 
1149	 0.450867050213308 
1150	 0.449102677905788 
1151	 0.447494915525195 
1152	 0.446118171920508 
1153	 0.444778504988012 
1154	 0.44360446069763 
1155	 0.442911576875509 
1156	 0.441841125332658 
1157	 0.440516255143756 
1158	 0.439481533628586 
1159	 0.438494575200557 
1160	 0.437546727876812 
1161	 0.436794691093616 
1162	 0.436005093732036 
1163	 0.435151905576949 
1164	 0.434352510664232 
1165	 0.433630663744501 
1166	 0.433046424352131 
1167	 0.432319114069535 
1168	 0.431357058704224 
1169	 0.430939178013309 
1170	 0.4309498264214 
1171	 0.430475735490591 
1172	 0.43018739881991 
1173	 0.429689660655638 
1174	 0.428631009887647 
1175	 0.427835853265188 
1176	 0.42712288702987 
1177	 0.42653874625246 
1178	 0.426024472048957 
1179	 0.425530446848639 
1180	 0.425049513456995 
1181	 0.424660815694167 
1182	 0.424382714030504 
1183	 0.424245046194462 
1184	 0.423829416212582 
1185	 0.423461955209678 
1186	 0.423016353776036 
1187	 0.422036249537042 
1188	 0.421618534971965 
1189	 0.42173017422262 
1190	 0.421507625606993 
1191	 0.421231494410788 
1192	 0.421098482947899 
1193	 0.42097152428252 
1194	 0.420690036360021 
1195	 0.420540817999559 
1196	 0.420699765542126 
1197	 0.420487795702339 
1198	 0.419923920127466 
1199	 0.419739068351626 
1200	 0.419558238176434 
1201	 0.419520056842227 
1202	 0.419834308586042 
1203	 0.419910897919666 
1204	 0.419878626961576 
1205	 0.419933404542243 
1206	 0.4199334251772 
1207	 0.419986537609894 
1208	 0.42000448282913 
1209	 0.42023750508975 
1210	 0.420507613045373 
1211	 0.420977775363646 
1212	 0.421093951425213 
1213	 0.421046712458561 
1214	 0.421272847324611 
1215	 0.42127713026878 
1216	 0.421594052731067 
1217	 0.422453566602297 
1218	 0.422959236133784 
1219	 0.423447834886687 
1220	 0.423784565343339 
1221	 0.423816675011538 
1222	 0.424065520957123 
1223	 0.424204759630621 
1224	 0.424514876487678 
1225	 0.425047188166126 
1226	 0.425959133477761 
1227	 0.426537109689353 
1228	 0.427134794192674 
1229	 0.427641518126072 
1230	 0.427995099872896 
1231	 0.42836321614553 
1232	 0.428764936786346 
1233	 0.429122151457279 
1234	 0.429341880707299 
1235	 0.429637369740814 
1236	 0.430046658073922 
1237	 0.430348040143211 
1238	 0.430650942365471 
1239	 0.430825480664241 
1240	 0.431093948457579 
1241	 0.431054549754016 
1242	 0.431322032075198 
1243	 0.431741742096304 
1244	 0.432041571930674 
1245	 0.432528608006791 
1246	 0.432672338160839 
1247	 0.432496849982012 
1248	 0.432479263067991 
1249	 0.432245238339828 
1250	 0.432303272587987 
1251	 0.432595578635864 
1252	 0.432860729956037 
1253	 0.43325618623389 
1254	 0.433590650435057 
1255	 0.434003098778899 
1256	 0.434267009497027 
1257	 0.434244234297626 
1258	 0.434571779047109 
1259	 0.434828602020768 
1260	 0.435144026856632 
1261	 0.435129618828759 
1262	 0.435083936285846 
1263	 0.434950289972462 
1264	 0.434350119144943 
1265	 0.434144280811111 
1266	 0.43413887098261 
1267	 0.434136487482818 
1268	 0.434256995441077 
1269	 0.434321575973952 
1270	 0.434546334919904 
1271	 0.434559494604809 
1272	 0.434453433951655 
1273	 0.434247407248774 
1274	 0.433965451205212 
1275	 0.433868111533227 
1276	 0.433869045450589 
1277	 0.434052770923575 
1278	 0.434142891414058 
1279	 0.434448713479847 
1280	 0.434356784520967 
1281	 0.434077096622863 
1282	 0.433733924543568 
1283	 0.432925138853221 
1284	 0.432525238566245 
1285	 0.432327151809534 
1286	 0.432087799533293 
1287	 0.432098888879196 
1288	 0.431948883311714 
1289	 0.431637726661822 
1290	 0.431349896244316 
1291	 0.43120550458882 
1292	 0.431109883109389 
1293	 0.431269503464791 
1294	 0.43087050396938 
1295	 0.430414330826734 
1296	 0.429746175187337 
1297	 0.42913879272303 
1298	 0.428294282528724 
1299	 0.427728733874993 
1300	 0.427274959346095 
1301	 0.426739940826476 
1302	 0.426467249056195 
1303	 0.425740779050306 
1304	 0.424658632070732 
1305	 0.423743759346295 
1306	 0.422434015242475 
1307	 0.421645413305392 
1308	 0.42116685533266 
1309	 0.420619122569205 
1310	 0.419930724481525 
1311	 0.418937938032297 
1312	 0.418118277570809 
1313	 0.417420744899363 
1314	 0.416584171165871 
1315	 0.416073342912132 
1316	 0.414950459241288 
1317	 0.413234774521038 
1318	 0.41190362041452 
1319	 0.410439884135966 
1320	 0.409253707198381 
1321	 0.408533850549382 
1322	 0.407362960967358 
1323	 0.405991292908193 
1324	 0.40465960824218 
1325	 0.403052691675988 
1326	 0.401567203437462 
1327	 0.400764947989191 
1328	 0.39980032465573 
1329	 0.398438339634668 
1330	 0.396987018348458 
1331	 0.395047463203352 
1332	 0.39309354559415 
1333	 0.391597048583028 
1334	 0.390508822469209 
1335	 0.389281114022954 
1336	 0.388412306222551 
1337	 0.387060220572819 
1338	 0.385459654737751 
1339	 0.383868470186259 
1340	 0.38198097550924 
1341	 0.380296899393209 
1342	 0.378632053043261 
1343	 0.37711509113169 
1344	 0.375742824202061 
1345	 0.374223916255931 
1346	 0.373150346225989 
1347	 0.371891098368351 
1348	 0.370448419636367 
1349	 0.369284043271082 
1350	 0.367684546099479 
1351	 0.366216328066958 
1352	 0.364817846135362 
1353	 0.363458594979119 
1354	 0.361992498792416 
1355	 0.360586084697828 
1356	 0.359162733602264 
1357	 0.357628632320604 
1358	 0.356238882819583 
1359	 0.355003887349696 
1360	 0.353520210297996 
1361	 0.352036385740744 
1362	 0.350478471626261 
1363	 0.348692070376735 
1364	 0.347051638620977 
1365	 0.345779664431399 
1366	 0.344351968236925 
1367	 0.342646363295595 
1368	 0.341079037058405 
1369	 0.339225907676484 
1370	 0.336877671609265 
1371	 0.334621890975137 
1372	 0.332180564694487 
1373	 0.329783665722381 
1374	 0.327397375241117 
1375	 0.324648368254159 
1376	 0.321772939429971 
1377	 0.318850600988526 
1378	 0.315760141048556 
1379	 0.31218398601162 
1380	 0.308558311745134 
1381	 0.304522334362332 
1382	 0.299758669475953 
1383	 0.29508797000221 
1384	 0.290299644973806 
1385	 0.285527615383071 
1386	 0.280565958471752 
1387	 0.275098059822008 
1388	 0.269730773629022 
1389	 0.263877978275753 
1390	 0.258287923670501 
1391	 0.252933688945765 
1392	 0.247103180615163 
1393	 0.241786374827977 
1394	 0.236274732251035 
1395	 0.230321775205335 
1396	 0.224611219327969 
1397	 0.218900403656624 
1398	 0.21347773974546 
1399	 0.208201762741413 
1400	 0.202959189544988 
1401	 0.197887836124789 
1402	 0.193044688114538 
1403	 0.188090790787443 
1404	 0.18355282740522 
1405	 0.179706679996112 
1406	 0.175587331566992 
1407	 0.171416978596865 
1408	 0.167358793931457 
1409	 0.163701874716241 
1410	 0.160077271536044 
1411	 0.156930572562964 
1412	 0.154304451399945 
1413	 0.151339418156628 
1414	 0.148638401489667 
1415	 0.146404992555835 
1416	 0.143982735435146 
1417	 0.142177899544498 
1418	 0.140417293253927 
1419	 0.138378317161074 
1420	 0.136150760362294 
1421	 0.134321821755922 
1422	 0.132328027730339 
1423	 0.130698376923838 
1424	 0.129507221849591 
1425	 0.128207271734564 
1426	 0.126877175028085 
1427	 0.12590325933155 
1428	 0.125234266188344 
1429	 0.124477586626142 
