Wavelength	MAC_ARB_098_334_210602_L00004.asd
527	 9.87901184221185E-02 
528	 9.95486744510665E-02 
529	 0.100182623934242 
530	 0.102004713062696 
531	 0.105057889333619 
532	 0.106722022228032 
533	 0.107931642314545 
534	 0.109631146846837 
535	 0.112360666622639 
536	 0.113061994648855 
537	 0.113621879617664 
538	 0.115109038473135 
539	 0.116635245957889 
540	 0.118016243770745 
541	 0.119082595501046 
542	 0.119780107943146 
543	 0.120161266448777 
544	 0.121641529976049 
545	 0.123555441511462 
546	 0.123642840886173 
547	 0.124619649946542 
548	 0.125612609315066 
549	 0.125792772527483 
550	 0.125959834146251 
551	 0.1267125058492 
552	 0.127530976035105 
553	 0.127487019435538 
554	 0.127149337751147 
555	 0.127275275908106 
556	 0.12767869630727 
557	 0.126815562737258 
558	 0.12607369136368 
559	 0.125569245873688 
560	 0.125081777075092 
561	 0.124608280831932 
562	 0.123770784451594 
563	 0.122933041599912 
564	 0.122925139876739 
565	 0.121803775149786 
566	 0.120447499959849 
567	 0.119594013623583 
568	 0.118468009050546 
569	 0.117147287118781 
570	 0.11600812090093 
571	 0.115411322519363 
572	 0.114427774886376 
573	 0.11335316666413 
574	 0.112198551629617 
575	 0.110417572308118 
576	 0.109311320760203 
577	 0.10847466910394 
578	 0.107284239605781 
579	 0.106252700345538 
580	 0.105483177067706 
581	 0.104973407081227 
582	 0.104615520477584 
583	 0.104072343586144 
584	 0.10279100338468 
585	 0.101101666227309 
586	 0.10138852066454 
587	 0.101531080583569 
588	 0.101181472400486 
589	 0.100697910591984 
590	 0.100151201173999 
591	 0.100091594329974 
592	 0.100199192352878 
593	 9.90770437250532E-02 
594	 9.82848465942405E-02 
595	 0.098281826756432 
596	 9.86984867803369E-02 
597	 9.72704473332996E-02 
598	 9.68651074856701E-02 
599	 9.73821783483859E-02 
600	 9.67576547955741E-02 
601	 9.59191486479968E-02 
602	 9.59006327396832E-02 
603	 9.67080631902598E-02 
604	 9.63446625193551E-02 
605	 9.54132168900123E-02 
606	 9.44887418053409E-02 
607	 0.093941852888843 
608	 9.26387055202194E-02 
609	 9.17363470655477E-02 
610	 9.13356345530059E-02 
611	 9.02701404349968E-02 
612	 8.95840108945896E-02 
613	 8.87439022708807E-02 
614	 8.74161944324744E-02 
615	 8.69028832284059E-02 
616	 8.68045404797322E-02 
617	 8.64604642842045E-02 
618	 8.52681403375715E-02 
619	 8.47886985213981E-02 
620	 8.46084427244136E-02 
621	 8.42433121563858E-02 
622	 8.34839418809192E-02 
623	 8.32938731456589E-02 
624	 8.32243592007689E-02 
625	 8.26754540526478E-02 
626	 8.27328844080103E-02 
627	 0.082724831327578 
628	 8.24492954705117E-02 
629	 8.22217791596366E-02 
630	 8.23475524257245E-02 
631	 8.25755788932917E-02 
632	 8.24977932144517E-02 
633	 8.14933782213153E-02 
634	 8.10507631803819E-02 
635	 8.09751542577882E-02 
636	 8.03981887597889E-02 
637	 0.080240633746514 
638	 7.98147966978851E-02 
639	 7.88390561321467E-02 
640	 7.77745608974064E-02 
641	 0.077553823053775 
642	 7.71472156919088E-02 
643	 7.57182564567285E-02 
644	 0.075450783911488 
645	 7.41280753197854E-02 
646	 7.24720193055828E-02 
647	 7.29895870178399E-02 
648	 7.16195959995078E-02 
649	 7.08458483810351E-02 
650	 7.17781901892737E-02 
651	 7.08578544290635E-02 
652	 6.98591919737434E-02 
653	 6.92170936676448E-02 
654	 6.88949425988968E-02 
655	 6.87956140847898E-02 
656	 6.81923883719558E-02 
657	 6.70602616235241E-02 
658	 6.61279168288892E-02 
659	 6.59184835913915E-02 
660	 6.56478866620803E-02 
661	 6.48203004084342E-02 
662	 6.45998219033495E-02 
663	 6.36147356287046E-02 
664	 6.26230783559845E-02 
665	 6.29502251288184E-02 
666	 6.14600117010771E-02 
667	 6.07285227840102E-02 
668	 6.13181048329441E-02 
669	 6.03246321273964E-02 
670	 0.06038715297014 
671	 6.04920714463109E-02 
672	 5.95528798206944E-02 
673	 5.96602084879288E-02 
674	 6.03044108909412E-02 
675	 6.07055618365787E-02 
676	 6.01486619175728E-02 
677	 6.04395190072107E-02 
678	 6.11104242435659E-02 
679	 6.14598669876058E-02 
680	 6.08877702398873E-02 
681	 6.07874218227304E-02 
682	 6.15515034327564E-02 
683	 6.29412079084628E-02 
684	 6.37067828353454E-02 
685	 6.43497585289765E-02 
686	 6.54475845068343E-02 
687	 6.74960763981995E-02 
688	 6.97442550587497E-02 
689	 7.21972636741732E-02 
690	 7.50861954822176E-02 
691	 7.88583094256188E-02 
692	 0.082849370344243 
693	 0.087825151469155 
694	 9.45869609050324E-02 
695	 0.101060450868966 
696	 0.107872550319843 
697	 0.115529691666565 
698	 0.124216399333688 
699	 0.133293416658646 
700	 0.142907332572668 
701	 0.153024104600722 
702	 0.162593715269462 
703	 0.172526261262039 
704	 0.182870902194506 
705	 0.193335411757203 
706	 0.203931254629103 
707	 0.214550249868159 
708	 0.224805435378521 
709	 0.234104279337561 
710	 0.243933217388192 
711	 0.254030066127273 
712	 0.264020553164742 
713	 0.274489734206032 
714	 0.283468975634325 
715	 0.292149588469112 
716	 0.302574326986688 
717	 0.310599081470442 
718	 0.319009180786322 
719	 0.328294956204142 
720	 0.335488013825784 
721	 0.343459694158729 
722	 0.351574187697319 
723	 0.35879454992942 
724	 0.365282961832956 
725	 0.371643266346877 
726	 0.377957489309551 
727	 0.383967322071351 
728	 0.389318105867584 
729	 0.394769477671068 
730	 0.400227997058029 
731	 0.404462922461363 
732	 0.408742963041307 
733	 0.412856004623024 
734	 0.416498056556714 
735	 0.420189436448295 
736	 0.422996284817455 
737	 0.425543348460066 
738	 0.428854309901951 
739	 0.430888161930673 
740	 0.433249732509314 
741	 0.436239074068765 
742	 0.438362749485288 
743	 0.440148753599403 
744	 0.441717432377601 
745	 0.443150826006754 
746	 0.444632308789028 
747	 0.445915312232332 
748	 0.447041982404912 
749	 0.448136137232133 
750	 0.448940983113785 
751	 0.449877520191991 
752	 0.450655578600855 
753	 0.450357640206235 
754	 0.45111278748857 
755	 0.451867762212135 
756	 0.45180635438867 
757	 0.451948430495534 
758	 0.452936434352406 
759	 0.453863324732719 
760	 0.453686624365236 
761	 0.453894534009812 
762	 0.454168795603091 
763	 0.454396958698778 
764	 0.454686375638614 
765	 0.455001791136371 
766	 0.454933164223072 
767	 0.45462651374933 
768	 0.455300837035887 
769	 0.455212493077343 
770	 0.454923007345624 
771	 0.455306817439385 
772	 0.45577957126164 
773	 0.455595251063039 
774	 0.455200842313919 
775	 0.455585718919452 
776	 0.455699749727191 
777	 0.455315910986874 
778	 0.454897796336577 
779	 0.455594178952854 
780	 0.455987486481019 
781	 0.455848669282975 
782	 0.455480716562047 
783	 0.455809968498574 
784	 0.456157676480182 
785	 0.456218553068341 
786	 0.455976058641699 
787	 0.456026024225536 
788	 0.456264241816385 
789	 0.456456050049355 
790	 0.456347526828025 
791	 0.456351962608634 
792	 0.456598737851934 
793	 0.456816798478974 
794	 0.456158715888969 
795	 0.455927262863206 
796	 0.456309327598169 
797	 0.45699168107401 
798	 0.457252901766932 
799	 0.457142822672631 
800	 0.457032785985488 
801	 0.457291167465346 
802	 0.457077433197339 
803	 0.457098897531002 
804	 0.45735368332572 
805	 0.457091836235072 
806	 0.456865076783621 
807	 0.457081377461236 
808	 0.457572010146833 
809	 0.457175781954831 
810	 0.457106039470398 
811	 0.457217119018774 
812	 0.457145390505174 
813	 0.457246268788267 
814	 0.45718420748044 
815	 0.456986550615834 
816	 0.456886706889033 
817	 0.457076685193169 
818	 0.457126064525657 
819	 0.457105932038602 
820	 0.457515462188772 
821	 0.457295200141762 
822	 0.457005980230459 
823	 0.457076896200879 
824	 0.457265456332103 
825	 0.457381371923961 
826	 0.457393548053124 
827	 0.457372515083405 
828	 0.457528621545914 
829	 0.457499445597017 
830	 0.457426202212728 
831	 0.457547722077999 
832	 0.457381276384966 
833	 0.457190199904385 
834	 0.457132825957188 
835	 0.457226826439596 
836	 0.457307575192099 
837	 0.457235415482826 
838	 0.457162332071788 
839	 0.457543175111358 
840	 0.457433045765166 
841	 0.457114426010982 
842	 0.457030091465467 
843	 0.457421238394531 
844	 0.457195511145877 
845	 0.45722536727212 
846	 0.458173478615184 
847	 0.457772665508697 
848	 0.457574803774965 
849	 0.457885726803181 
850	 0.458277216482928 
851	 0.458104928796478 
852	 0.457781467376834 
853	 0.457447750774206 
854	 0.457030813928178 
855	 0.457000054222707 
856	 0.457466094692879 
857	 0.458103198935498 
858	 0.458176517262544 
859	 0.457735519181431 
860	 0.457191923012348 
861	 0.457055940910967 
862	 0.457863245024074 
863	 0.45752827580693 
864	 0.456782115589561 
865	 0.456758151332942 
866	 0.457419901117274 
867	 0.457751912060253 
868	 0.457799881371636 
869	 0.457833960878616 
870	 0.457045461358424 
871	 0.456781827054641 
872	 0.457094103357667 
873	 0.457293065728725 
874	 0.457395334250919 
875	 0.457340168709775 
876	 0.457165878618966 
877	 0.457047722414015 
878	 0.457615077400378 
879	 0.458302978098688 
880	 0.458222813693487 
881	 0.456612288957127 
882	 0.456939063985611 
883	 0.457262934034312 
884	 0.456572672187115 
885	 0.456767343570743 
886	 0.457520882618303 
887	 0.457961769837667 
888	 0.457606662527085 
889	 0.457062512727955 
890	 0.457742922715963 
891	 0.458270738860491 
892	 0.457454518879243 
893	 0.457211935498627 
894	 0.456826917361441 
895	 0.456705797284364 
896	 0.457221697052699 
897	 0.457206975292511 
898	 0.457108019197524 
899	 0.457001876798386 
900	 0.45682793497757 
901	 0.45674635864867 
902	 0.456913905335823 
903	 0.457287588839674 
904	 0.457528511058411 
905	 0.456336514117774 
906	 0.455842345450899 
907	 0.456198416571137 
908	 0.456027679171481 
909	 0.456357891519785 
910	 0.45616587213766 
911	 0.455812471249799 
912	 0.456767910318775 
913	 0.456679313107232 
914	 0.456439186433851 
915	 0.456453322307403 
916	 0.456100034133446 
917	 0.454841056718106 
918	 0.454876717541046 
919	 0.456142460462881 
920	 0.455373062135569 
921	 0.454439502812496 
922	 0.455644664951943 
923	 0.45785822294156 
924	 0.455355622327425 
925	 0.455261329950671 
926	 0.45595402129981 
927	 0.455897475124305 
928	 0.456800700427409 
929	 0.455491733197594 
930	 0.454501453602164 
931	 0.455678029068516 
932	 0.457065823449902 
933	 0.455707831885901 
934	 0.454959328961822 
935	 0.456452346735081 
936	 0.455014161574158 
937	 0.454852938835821 
938	 0.45469555495478 
939	 0.453441485340224 
940	 0.453389635994657 
941	 0.454196309882801 
942	 0.454289433362079 
943	 0.452916806611232 
944	 0.451916461577004 
945	 0.452047666855643 
946	 0.453316917157024 
947	 0.454383079342142 
948	 0.451684352975796 
949	 0.45070207028758 
950	 0.450807110658316 
951	 0.450599268346296 
952	 0.451357925787873 
953	 0.44943716268617 
954	 0.447075495741332 
955	 0.446786647439966 
956	 0.447542366148318 
957	 0.44733296392835 
958	 0.446792925909671 
959	 0.446752405672021 
960	 0.446643872594292 
961	 0.446703412818205 
962	 0.445820222465004 
963	 0.444506453102619 
964	 0.446856354203412 
965	 0.445479155281135 
966	 0.444069017247809 
967	 0.444912013696873 
968	 0.442726775876239 
969	 0.442957239300338 
970	 0.445628335952383 
971	 0.447591110500135 
972	 0.443556363357699 
973	 0.444677121062721 
974	 0.446773315166624 
975	 0.445720565932022 
976	 0.442741381464324 
977	 0.442288638508826 
978	 0.443177668638479 
979	 0.443937018405333 
980	 0.444301628756491 
981	 0.444589560331473 
982	 0.44577962061565 
983	 0.446465217429992 
984	 0.443542888810838 
985	 0.441379250207983 
986	 0.442881160130244 
987	 0.44412424680171 
988	 0.438580046421985 
989	 0.443279973165208 
990	 0.44302887148937 
991	 0.43962964432647 
992	 0.444987080934418 
993	 0.444184720479322 
994	 0.442262854737622 
995	 0.442765446339484 
996	 0.446241597931829 
997	 0.448576349297316 
998	 0.44513329024946 
999	 0.442412443305877 
1000	 0.446523910038292 
1001	 0.448403781965495 
1002	 0.448139653049602 
1003	 0.448050949280183 
1004	 0.446903349634131 
1005	 0.447615393274915 
1006	 0.449604731327415 
1007	 0.45046344018543 
1008	 0.452363074687721 
1009	 0.452801823056371 
1010	 0.450970824987756 
1011	 0.44965808186523 
1012	 0.449228603632593 
1013	 0.449158048314104 
1014	 0.448848316588221 
1015	 0.449487746478518 
1016	 0.451196593855784 
1017	 0.45128977074206 
1018	 0.451404844367668 
1019	 0.452039939946538 
1020	 0.452104936280862 
1021	 0.452518147730288 
1022	 0.4528516564314 
1023	 0.453506811771661 
1024	 0.453560441136459 
1025	 0.453229684312998 
1026	 0.452338496703335 
1027	 0.452221965710368 
1028	 0.451732550166506 
1029	 0.451312801973278 
1030	 0.451855475566783 
1031	 0.452586878965118 
1032	 0.453559921520563 
1033	 0.453883599933221 
1034	 0.45389968939471 
1035	 0.453957665217952 
1036	 0.453023314073317 
1037	 0.452682966326466 
1038	 0.452539112830166 
1039	 0.453411745393086 
1040	 0.453504502401526 
1041	 0.453566660484305 
1042	 0.454460556557198 
1043	 0.454289419954983 
1044	 0.454661095896685 
1045	 0.456789913308863 
1046	 0.457205540169508 
1047	 0.457617901951418 
1048	 0.457993933770928 
1049	 0.457425356797648 
1050	 0.457373293933463 
1051	 0.457786090584875 
1052	 0.458232938644196 
1053	 0.457914095307407 
1054	 0.457159600747341 
1055	 0.456234707737858 
1056	 0.455292807696163 
1057	 0.455325708117813 
1058	 0.45638159137252 
1059	 0.45749140636691 
1060	 0.457641844737692 
1061	 0.457525112520094 
1062	 0.456449133943129 
1063	 0.456251050680584 
1064	 0.455734887985581 
1065	 0.456314696123759 
1066	 0.45704602418647 
1067	 0.456793537170351 
1068	 0.456173435980723 
1069	 0.45542456148906 
1070	 0.455067020840593 
1071	 0.454996323880944 
1072	 0.455173782482146 
1073	 0.455620991344807 
1074	 0.456211926196341 
1075	 0.457427961399977 
1076	 0.458051398140174 
1077	 0.458707786708314 
1078	 0.459067217800598 
1079	 0.458614600170777 
1080	 0.458087164511893 
1081	 0.458127527349233 
1082	 0.458176893271479 
1083	 0.458343378432029 
1084	 0.458250233666743 
1085	 0.458124496130714 
1086	 0.457594579549391 
1087	 0.457400700018687 
1088	 0.457438427148387 
1089	 0.457476243564929 
1090	 0.457396144056634 
1091	 0.457356417148474 
1092	 0.457466957746678 
1093	 0.457615689662733 
1094	 0.457046009930691 
1095	 0.457204107783584 
1096	 0.457589140948271 
1097	 0.457141261991978 
1098	 0.457232516204406 
1099	 0.458021435910735 
1100	 0.457986766295652 
1101	 0.457371432267048 
1102	 0.457294472466698 
1103	 0.457536529922913 
1104	 0.457185980360541 
1105	 0.456620094714851 
1106	 0.456074592070851 
1107	 0.455931267785097 
1108	 0.45559221169994 
1109	 0.455805395120317 
1110	 0.456454492926567 
1111	 0.456712477103847 
1112	 0.456708973058389 
1113	 0.456540749551479 
1114	 0.456493114900987 
1115	 0.456179546167354 
1116	 0.455428076690588 
1117	 0.454783753450404 
1118	 0.453770017509519 
1119	 0.453197995562698 
1120	 0.452853024702737 
1121	 0.452534562663298 
1122	 0.45236698416115 
1123	 0.452307381599495 
1124	 0.451989818814696 
1125	 0.451418172901792 
1126	 0.45102983179024 
1127	 0.450728077289926 
1128	 0.450288390269985 
1129	 0.449766704632541 
1130	 0.449194963731459 
1131	 0.44854846060521 
1132	 0.447867231615037 
1133	 0.446879794868748 
1134	 0.44646899343227 
1135	 0.446178270191684 
1136	 0.445618237161916 
1137	 0.445024781919843 
1138	 0.444610206178295 
1139	 0.443861737036573 
1140	 0.442985245599567 
1141	 0.441786094813968 
1142	 0.440152161939241 
1143	 0.438888727196313 
1144	 0.437345487972341 
1145	 0.436063132933689 
1146	 0.43534940493895 
1147	 0.43431272552688 
1148	 0.433064252874972 
1149	 0.431896459696896 
1150	 0.430760568902186 
1151	 0.42956303691948 
1152	 0.428373790619299 
1153	 0.427176792371297 
1154	 0.426182450867663 
1155	 0.425107302260491 
1156	 0.424354404539385 
1157	 0.424036900612796 
1158	 0.423447553783155 
1159	 0.423002029289847 
1160	 0.422342545300982 
1161	 0.420983387869604 
1162	 0.420426553949894 
1163	 0.420240581847246 
1164	 0.420283948630544 
1165	 0.419998153681809 
1166	 0.420232334356388 
1167	 0.419834827147658 
1168	 0.418641306317212 
1169	 0.418096163855782 
1170	 0.417706955416349 
1171	 0.417367408222092 
1172	 0.41717291082923 
1173	 0.417020742479254 
1174	 0.417043134139168 
1175	 0.416940769083468 
1176	 0.417086272258851 
1177	 0.416840568992956 
1178	 0.416391451039284 
1179	 0.415656407239831 
1180	 0.415134388798676 
1181	 0.414351034804648 
1182	 0.413900366693671 
1183	 0.413789538328719 
1184	 0.413387217561231 
1185	 0.412778307998094 
1186	 0.412501068146027 
1187	 0.412224286695945 
1188	 0.412103651527372 
1189	 0.41257534646595 
1190	 0.412523460462311 
1191	 0.412148636023526 
1192	 0.411902950131946 
1193	 0.411598306906996 
1194	 0.410980022159249 
1195	 0.410799272605348 
1196	 0.410849651197615 
1197	 0.410879633298176 
1198	 0.411143991123698 
1199	 0.411127418367222 
1200	 0.410900793014579 
1201	 0.41097772251411 
1202	 0.41098999425776 
1203	 0.411186891352859 
1204	 0.411915699706783 
1205	 0.412213900045181 
1206	 0.412228228245104 
1207	 0.412403189139543 
1208	 0.412373191672684 
1209	 0.412561699912538 
1210	 0.412800033679106 
1211	 0.413329465573321 
1212	 0.413474209266051 
1213	 0.413437884653962 
1214	 0.413573183365085 
1215	 0.413623091018777 
1216	 0.413723482530335 
1217	 0.414039402696481 
1218	 0.414146196947035 
1219	 0.4139131523267 
1220	 0.414023522724136 
1221	 0.414177778300391 
1222	 0.414494921141648 
1223	 0.414976672043557 
1224	 0.415711383752511 
1225	 0.416366553227635 
1226	 0.417230571415674 
1227	 0.417645677921296 
1228	 0.417937733772825 
1229	 0.418220175399059 
1230	 0.418030436859931 
1231	 0.418376913337789 
1232	 0.419127367177216 
1233	 0.419551020979958 
1234	 0.420253807015219 
1235	 0.42051081034428 
1236	 0.420064882042174 
1237	 0.42016151367808 
1238	 0.420338598798305 
1239	 0.420504957748572 
1240	 0.421125879603194 
1241	 0.421793823980749 
1242	 0.422005583715114 
1243	 0.421874818374188 
1244	 0.421960335286266 
1245	 0.421765222998156 
1246	 0.422008874233249 
1247	 0.422658470262799 
1248	 0.423030316220313 
1249	 0.423538775168475 
1250	 0.423780844435123 
1251	 0.423711449390155 
1252	 0.423789607796629 
1253	 0.423887653019513 
1254	 0.423905156377926 
1255	 0.423874104027643 
1256	 0.423865431058792 
1257	 0.42387689692047 
1258	 0.423980164140815 
1259	 0.424083915591049 
1260	 0.424414837970447 
1261	 0.424446154599747 
1262	 0.424201747204356 
1263	 0.424188781565469 
1264	 0.424136744774498 
1265	 0.42423498856627 
1266	 0.424653309526043 
1267	 0.424798523182422 
1268	 0.424791247273983 
1269	 0.42487545742765 
1270	 0.425129301140851 
1271	 0.425036841821592 
1272	 0.424845527443658 
1273	 0.424411987210107 
1274	 0.424136995920702 
1275	 0.423541512025433 
1276	 0.423479481264408 
1277	 0.42399329196081 
1278	 0.42406626337355 
1279	 0.424190938749534 
1280	 0.424176830307712 
1281	 0.423900816031341 
1282	 0.423757589277686 
1283	 0.423666157502651 
1284	 0.423493044338423 
1285	 0.423283270137758 
1286	 0.423131705766818 
1287	 0.423008314268653 
1288	 0.422711314540726 
1289	 0.42222144776469 
1290	 0.422056486943371 
1291	 0.421802591772121 
1292	 0.421246709353635 
1293	 0.420956848710257 
1294	 0.420853079147828 
1295	 0.42053241098026 
1296	 0.420141104395985 
1297	 0.419814081250182 
1298	 0.419425038224637 
1299	 0.418914800703731 
1300	 0.418253419102474 
1301	 0.41790375998328 
1302	 0.417696143054765 
1303	 0.41741188116157 
1304	 0.417371104192318 
1305	 0.417054549916121 
1306	 0.416492168625509 
1307	 0.415960122187302 
1308	 0.415372929096824 
1309	 0.414973775261772 
1310	 0.414481477715878 
1311	 0.413754442994727 
1312	 0.413245884645421 
1313	 0.412599034413608 
1314	 0.411838932667238 
1315	 0.411056957836098 
1316	 0.410220599088848 
1317	 0.409110533287237 
1318	 0.408330355275219 
1319	 0.407712673594155 
1320	 0.40701806865907 
1321	 0.4065609998002 
1322	 0.405751247730775 
1323	 0.404760641191165 
1324	 0.403768799735429 
1325	 0.402671944559632 
1326	 0.401426588106772 
1327	 0.40018599146592 
1328	 0.398782553935027 
1329	 0.397357880751135 
1330	 0.396009664847046 
1331	 0.394646080974495 
1332	 0.393357160233655 
1333	 0.392217858292029 
1334	 0.391299091223337 
1335	 0.390066713021455 
1336	 0.388882133438461 
1337	 0.387539841101779 
1338	 0.385816773492872 
1339	 0.384391540842514 
1340	 0.383029321071644 
1341	 0.381742478217528 
1342	 0.380588337381725 
1343	 0.3793610625108 
1344	 0.378026985654289 
1345	 0.377028303177499 
1346	 0.37592225087902 
1347	 0.374709792198572 
1348	 0.373774620915092 
1349	 0.372995498054139 
1350	 0.372052627352193 
1351	 0.371052696169321 
1352	 0.370027688029762 
1353	 0.368846102972207 
1354	 0.367613247582616 
1355	 0.366289645833747 
1356	 0.36524083365612 
1357	 0.364212039819147 
1358	 0.363207007698018 
1359	 0.362583048181068 
1360	 0.361619673361269 
1361	 0.360646621180033 
1362	 0.359282681668759 
1363	 0.357751651284486 
1364	 0.355805654429546 
1365	 0.353824144407694 
1366	 0.35183145949584 
1367	 0.350046379567572 
1368	 0.348500805606319 
1369	 0.346866057727772 
1370	 0.345201413128297 
1371	 0.343569040531179 
1372	 0.341802891230132 
1373	 0.339824736763195 
1374	 0.337596804854132 
1375	 0.335111420482813 
1376	 0.332243157043705 
1377	 0.329406548636793 
1378	 0.326352003388014 
1379	 0.323218068225891 
1380	 0.320230388704857 
1381	 0.316586039744786 
1382	 0.312528359493542 
1383	 0.308402556584272 
1384	 0.303901302681754 
1385	 0.299281617950266 
1386	 0.294692777796865 
1387	 0.289728659241746 
1388	 0.284564395290032 
1389	 0.279141557474578 
1390	 0.273661095251519 
1391	 0.268272860425227 
1392	 0.262867908851466 
1393	 0.257292784677941 
1394	 0.251730709078803 
1395	 0.246035250467711 
1396	 0.240366786177042 
1397	 0.234517329597595 
1398	 0.229066740512836 
1399	 0.223719932464996 
1400	 0.218517362928657 
1401	 0.213607781502659 
1402	 0.20866647866131 
1403	 0.20360564729343 
1404	 0.199015538240073 
1405	 0.194704021333842 
1406	 0.190501004334888 
1407	 0.186580506350621 
1408	 0.182896793702667 
1409	 0.179051815996183 
1410	 0.175299708812552 
1411	 0.171688438374309 
